,tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,closed_date,closed_reason,accepted_answer_id
37,"['flutter', 'flutter-layout', 'flutter-dependencies']",False,37,0,0,2022-09-07 06:08:42,2022-09-06 16:08:39,2022-09-07 06:08:42,73624944,CC BY-SA 4.0,https://stackoverflow.com/questions/73624944/flutter-rating-bar-package-selected-and-unselected-containers,Flutter rating bar package selected and unselected containers,1,19933322,registered,https://lh3.googleusercontent.com/a-/AFdZucrdjrqPershDge1UXMgpgy-WWXeSdyw7tbtrCT71w=k-s256,Kalpesh Dangle,https://stackoverflow.com/users/19933322/kalpesh-dangle,,,,
38,['javascript'],False,15,1,0,2022-09-07 06:08:36,2022-09-06 20:08:30,2022-09-07 03:08:31,73627284,CC BY-SA 4.0,https://stackoverflow.com/questions/73627284/how-can-i-display-the-extracted-json-data-on-my-webpage-using-a-bootsrap-card-af,how can i display the extracted json data on my webpage using a bootsrap card after pulling it from an external api,3,19934237,registered,https://lh3.googleusercontent.com/a-/AFdZucoyLPm_te5Fpht_AhjWfw7yGkp3Z2E0gLPVuLaV=k-s256,Rick Derick,https://stackoverflow.com/users/19934237/rick-derick,,,,
39,"['css', 'node.js', 'razor', 'html-pdf', 'node-html-pdf']",False,12,1,1,2022-09-07 06:08:26,2022-09-06 14:32:40,,73623760,CC BY-SA 4.0,https://stackoverflow.com/questions/73623760/nodejs-html-pdf-library-pre-tag-cutting-pdf-at-right-page,NodeJs HTML-PDF Library &lt;pre&gt; tag cutting PDF at right page,23,19534834,registered,https://www.gravatar.com/avatar/6ed4197adc50f99cb3b5e2c578611fa0?s=256&d=identicon&r=PG,Brok3r,https://stackoverflow.com/users/19534834/brok3r,,,,
40,"['python', 'recursion', 'data-structures', 'dynamic-programming']",False,40,2,-1,2022-09-07 06:08:11,2022-09-06 19:49:55,2022-09-07 06:08:11,73627101,CC BY-SA 4.0,https://stackoverflow.com/questions/73627101/why-the-list-is-appending-unrelated-elements,Why the list is appending unrelated elements?,1,19934849,registered,https://www.gravatar.com/avatar/3e0273a9df34661108bfc3c41f844b29?s=256&d=identicon&r=PG,singam suresh,https://stackoverflow.com/users/19934849/singam-suresh,,,,
41,"['sql', 'google-bigquery']",False,31,1,0,2022-09-07 06:06:42,2022-09-06 07:44:45,2022-09-07 06:06:42,73618438,CC BY-SA 4.0,https://stackoverflow.com/questions/73618438/sql-how-to-get-certain-value-and-category-to-transform-data,SQL - how to get certain value and category to transform data?,1,18973729,registered,https://lh3.googleusercontent.com/a-/AOh14GjOurfYesKO_aGfUj48OnC4UylfsSLW1N_MLt89YQ=k-s256,Hadyan azhar,https://stackoverflow.com/users/18973729/hadyan-azhar,,,,
42,"['sql', 'postgresql', 'pivot-table']",False,22,1,0,2022-09-07 06:06:14,2022-09-06 14:02:05,2022-09-07 01:14:55,73623354,CC BY-SA 4.0,https://stackoverflow.com/questions/73623354/create-pivot-wide-table-using-postgresql-return-error,Create pivot/wide table using postgresql return error,15,15017362,registered,https://www.gravatar.com/avatar/d93aa568404b567da7748dacc9d4b352?s=256&d=identicon&r=PG&f=1,Galih,https://stackoverflow.com/users/15017362/galih,,,,
43,"['angular', 'gitlab', 'gitlab-ci', 'gitlab-ci-runner']",False,28,1,1,2022-09-07 06:06:07,2022-09-06 06:36:33,,73617653,CC BY-SA 4.0,https://stackoverflow.com/questions/73617653/ng-permission-denied-pipeline-cicd-gitlab,ng: Permission denied pipeline cicd gitlab,133,15286433,registered,https://lh5.googleusercontent.com/-3Lj_d7oi-mM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclI6GOlafrtVP64XZahSHbSmEyANQ/s96-c/photo.jpg?sz=256,SirRiT003,https://stackoverflow.com/users/15286433/sirrit003,,,,
44,"['java', 'selenium', 'selenium-chromedriver']",False,12,0,0,2022-09-07 06:05:50,2022-09-06 22:32:25,2022-09-07 06:05:50,73628363,CC BY-SA 4.0,https://stackoverflow.com/questions/73628363/the-driver-executable-must-exist,The driver executable must exist,1,19935641,registered,https://lh3.googleusercontent.com/a/AItbvmnMeOWwu6zLdO_zESyG4JfM7d0e4y3WHmBZDrFZ7hc=k-s256,L B,https://stackoverflow.com/users/19935641/l-b,,,,
45,"['android', 'react-native', 'msgraph', 'react-native-keychain']",False,17,0,-1,2022-09-07 06:05:39,2022-09-06 09:26:54,2022-09-07 06:05:39,73619690,CC BY-SA 4.0,https://stackoverflow.com/questions/73619690/rn-upgrading-from-0-66-4-to-0-69-5-successful-build-keep-crashing-in-android,RN Upgrading from 0.66.4 to 0.69.5 -&gt; Successful build keep crashing in Android Emulator,1,18492039,registered,https://www.gravatar.com/avatar/f223da5f510644d1fd285b5e054b56bb?s=256&d=identicon&r=PG&f=1,Dev1n.101,https://stackoverflow.com/users/18492039/dev1n-101,,,,
46,"['c#', 'xaml', 'xamarin.forms']",False,30,1,0,2022-09-07 06:04:58,2022-09-06 14:27:20,,73623697,CC BY-SA 4.0,https://stackoverflow.com/questions/73623697/how-do-i-rotate-a-label-correctly-using-xamarin-forms,How do I rotate a Label correctly using Xamarin Forms?,8503,14894,registered,https://www.gravatar.com/avatar/efaf53f5fc4619b19e56d7ea11abb211?s=256&d=identicon&r=PG,CMPalmer,https://stackoverflow.com/users/14894/cmpalmer,78.0,,,
47,"['javascript', 'html', 'web', 'e-commerce']",True,29,1,-1,2022-09-07 06:04:21,2022-09-06 15:58:13,2022-09-07 06:04:21,73624834,,https://stackoverflow.com/questions/73624834/how-to-make-a-self-updating-feed-like-facebook,"How to make a self-updating feed, like facebook?",1,18473129,registered,https://i.stack.imgur.com/dpViN.jpg?s=256&g=1,Proman4713,https://stackoverflow.com/users/18473129/proman4713,,2022-09-07 06:04:24,Needs more focus,
48,"['node.js', 'firebase', 'google-cloud-firestore', 'firebase-authentication', 'google-cloud-functions']",False,34,1,1,2022-09-07 06:02:07,2022-09-06 16:09:32,2022-09-07 06:02:07,73624951,CC BY-SA 4.0,https://stackoverflow.com/questions/73624951/run-cloud-function-to-store-firebase-authed-user-data-to-firestore,Run Cloud Function to store Firebase Auth&#39;ed user data to Firestore,31,4922507,registered,https://www.gravatar.com/avatar/6454cc4565ef43cce82ef4e34c9815a5?s=256&d=identicon&r=PG&f=1,cultureshock,https://stackoverflow.com/users/4922507/cultureshock,,,,
49,"['spring-data-jpa', 'composite-key', 'data-jpa-test']",False,15,1,0,2022-09-07 06:00:24,2022-09-06 15:05:27,2022-09-07 06:00:24,73624182,CC BY-SA 4.0,https://stackoverflow.com/questions/73624182/problem-when-testing-via-datajpatest-with-composite-key-entities,Problem when testing via @DataJpaTest with composite key entities,1,14123687,registered,https://www.gravatar.com/avatar/eb5d9b79eb52aa9247e683db0c87e98c?s=256&d=identicon&r=PG&f=1,awse2050,https://stackoverflow.com/users/14123687/awse2050,,,,
50,"['json', 'azure-devops', 'azure-devops-rest-api']",True,20,1,0,2022-09-07 06:00:09,2022-09-06 10:24:31,,73620431,CC BY-SA 4.0,https://stackoverflow.com/questions/73620431/unable-to-add-text-file-to-azure-devops-repo-using-restapi-file-containing,Unable to Add Text File to Azure DevOps Repo using RestApi - File containing &#39;\&#39;,293,2982109,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,galsi,https://stackoverflow.com/users/2982109/galsi,,,,73622465.0
51,"['typescript', 'generics', 'types', 'typescript-generics', 'type-inference']",False,36,1,0,2022-09-07 05:57:44,2022-09-06 15:25:06,2022-09-06 15:48:46,73624464,CC BY-SA 4.0,https://stackoverflow.com/questions/73624464/typescript-conditional-generic-property-inference,Typescript conditional generic property inference,375,3781918,registered,https://www.gravatar.com/avatar/0a16f58d08e085e60509270b60fc84a0?s=256&d=identicon&r=PG,Tob,https://stackoverflow.com/users/3781918/tob,,,,
52,"['python', 'xml', 'amazon-web-services', 'aws-lambda', 'amazon-rds']",False,18,0,0,2022-09-07 05:54:39,2022-09-06 15:39:17,2022-09-07 05:54:39,73624638,CC BY-SA 4.0,https://stackoverflow.com/questions/73624638/how-to-export-xml-file-from-a-s3-bucket-using-lambdapython-into-tables-in-an-o,how to export xml file from a s3 bucket using lambda(python) into tables in an oracle database,1,19095452,registered,https://www.gravatar.com/avatar/219382345d8ef12b39076a8844b3a588?s=256&d=identicon&r=PG,clevermrj,https://stackoverflow.com/users/19095452/clevermrj,,,,
53,"['amazon-web-services', 'amazon-s3']",False,18,0,0,2022-09-07 05:54:11,2022-09-06 15:46:25,2022-09-07 05:54:11,73624713,CC BY-SA 4.0,https://stackoverflow.com/questions/73624713/s3-invalidpolicydocument-token-enclosed-in-quotes,S3 InvalidPolicyDocument token enclosed in quotes,442,959339,registered,https://i.stack.imgur.com/21fSf.jpg?s=256&g=1,Franz B.,https://stackoverflow.com/users/959339/franz-b,83.0,,,
