,tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,closed_date,closed_reason,accepted_answer_id
19,"['reactjs', 'typescript', 'react-context']",True,25,3,1,2022-09-06 08:52:17,2022-09-05 15:39:35,,73611795,CC BY-SA 4.0,https://stackoverflow.com/questions/73611795/is-there-a-way-to-replace-an-element-that-is-inside-a-map-with-a-custom-com,"is there a way to replace an element (that is inside a .map()) with a custom component, when state changes. instead of replacing all elements?",11,7534106,registered,https://www.gravatar.com/avatar/038d655606a93b22a29f5c1771bd5417?s=256&d=identicon&r=PG&f=1,Jesse,https://stackoverflow.com/users/7534106/jesse,,,,
20,"['stata', 'stata-macros']",False,35,0,1,2022-09-06 08:50:37,2022-09-05 10:11:29,2022-09-06 08:50:37,73607763,CC BY-SA 4.0,https://stackoverflow.com/questions/73607763/saving-loop-output-from-metaregression-models,Saving loop output from metaregression models,57,8065741,registered,https://graph.facebook.com/10158654848520517/picture?type=large,rkl,https://stackoverflow.com/users/8065741/rkl,,,,
21,"['python', 'string', 'list']",False,44,1,0,2022-09-06 08:49:41,2022-09-05 15:33:20,2022-09-06 08:49:41,73611721,,https://stackoverflow.com/questions/73611721/how-to-remove-substring-from-list-in-python,How to remove substring from list in python,83,16441875,registered,https://www.gravatar.com/avatar/80a251fcb8aa097239597cf20bd834ac?s=256&d=identicon&r=PG&f=1,Razak,https://stackoverflow.com/users/16441875/razak,,2022-09-05 15:38:44,Needs details or clarity,
22,"['javascript', 'html', 'game-development', 'phaser-framework']",False,20,1,0,2022-09-06 08:49:41,2022-09-05 18:05:45,,73613234,CC BY-SA 4.0,https://stackoverflow.com/questions/73613234/problem-with-isplaying-animation-property-in-phaser-3,Problem with isPlaying animation property in phaser 3,31,13551454,registered,https://www.gravatar.com/avatar/19af9c1cda47aa7c15db12a482b8255d?s=256&d=identicon&r=PG&f=1,NinoQuindici_Git,https://stackoverflow.com/users/13551454/ninoquindici-git,,,,
23,"['powershell', 'office365', 'azure-automation']",True,34,1,0,2022-09-06 08:49:35,2022-09-05 07:19:07,2022-09-06 08:49:35,73605797,CC BY-SA 4.0,https://stackoverflow.com/questions/73605797/error-and-array-not-working-in-powershell-script-in-azure-automationaccount,Error and Array not working in PowerShell script in Azure AutomationAccount,107,9769825,registered,https://lh3.googleusercontent.com/-aTP5BS_cN_M/AAAAAAAAAAI/AAAAAAAAAFM/PjPX5-uYvfc/photo.jpg?sz=256,Iv&#225;n Montero,https://stackoverflow.com/users/9769825/iv%c3%a1n-montero,,,,73607772.0
24,"['typescript', 'azure', 'azure-devops', 'azure-devops-extensions']",False,24,0,0,2022-09-06 08:48:30,2022-09-05 14:39:39,2022-09-06 08:48:30,73611067,CC BY-SA 4.0,https://stackoverflow.com/questions/73611067/azure-devops-rest-apis-getworkitems-is-not-returning-all-available-fields,Azure DevOps rest API&#39;s getWorkItems is not returning all available fields,23,8393248,registered,https://i.stack.imgur.com/9f1yk.jpg?s=256&g=1,HaibaneReki,https://stackoverflow.com/users/8393248/haibanereki,,,,
25,"['c#', 'wpf', 'mvvm', 'prism']",True,43,2,3,2022-09-06 08:48:19,2022-09-05 20:07:52,2022-09-06 08:48:19,73614218,CC BY-SA 4.0,https://stackoverflow.com/questions/73614218/correct-usage-of-delegated-commands-using-prism-mvvm,Correct usage of delegated commands using Prism-MVVM,39,17329194,registered,https://lh3.googleusercontent.com/a-/AOh14Gije8GZDC31ZgD8UkHBKyccEE44CruzFr73rtP1sAM=k-s256,Freydy Baez,https://stackoverflow.com/users/17329194/freydy-baez,,,,
26,"['mysql', 'query-optimization']",False,23,1,0,2022-09-06 08:47:50,2022-09-05 17:41:53,2022-09-05 18:28:18,73612999,CC BY-SA 4.0,https://stackoverflow.com/questions/73612999/slow-mysql-query-when-run-as-a-procedure,Slow MySQL Query When Run As A Procedure,714,200942,registered,https://i.stack.imgur.com/fM0WC.jpg?s=256&g=1,Blind Trevor,https://stackoverflow.com/users/200942/blind-trevor,93.0,,,
27,['kubernetes-helm'],False,16,0,0,2022-09-06 08:47:36,2022-09-05 15:50:16,2022-09-06 08:47:36,73611915,CC BY-SA 4.0,https://stackoverflow.com/questions/73611915/override-specific-default-value-in-a-list-using-values-file,Override specific default value in a list using values file,1,8932955,registered,https://lh6.googleusercontent.com/-M3IwSfLABio/AAAAAAAAAAI/AAAAAAAAC-o/Hv-e-OrxO1Y/photo.jpg?sz=256,Erez Weiss,https://stackoverflow.com/users/8932955/erez-weiss,,,,
28,"['python', 'django']",False,35,3,0,2022-09-06 08:46:20,2022-09-05 16:02:25,2022-09-05 16:03:56,73612067,CC BY-SA 4.0,https://stackoverflow.com/questions/73612067/django-before-model-create,Django - before model create,1,19924718,registered,https://lh3.googleusercontent.com/a/AItbvmkO1hK5KAyCp9G3qv-fT1V9AqSgXFoN0c0c_ch-=k-s256,Tomek,https://stackoverflow.com/users/19924718/tomek,,,,
29,"['javascript', 'google-chrome-extension', 'mutation-observers']",False,25,1,-1,2022-09-06 08:45:52,2022-09-05 23:56:06,2022-09-06 00:29:35,73615527,CC BY-SA 4.0,https://stackoverflow.com/questions/73615527/javascript-mutation-observer-not-working-in-google-chrome-extension,JavaScript mutation observer not working in google chrome extension,3478,884143,registered,https://www.gravatar.com/avatar/46a6e8a5fe296469ba555b433763b3ea?s=256&d=identicon&r=PG,aspirinemaga,https://stackoverflow.com/users/884143/aspirinemaga,90.0,,,
30,"['azure-devops', 'azure-pipelines', 'sharepoint-online']",False,27,1,0,2022-09-06 08:44:22,2022-09-05 04:52:28,,73604636,CC BY-SA 4.0,https://stackoverflow.com/questions/73604636/how-to-upload-files-into-sharepoint-online-using-azure-devops-release-pipeline,How to upload files into SharePoint Online using Azure DevOps release pipeline?,4574,5471259,registered,https://i.stack.imgur.com/f7g8O.jpg?s=256&g=1,Pradeep,https://stackoverflow.com/users/5471259/pradeep,40.0,,,
31,"['pagination', 'swiper.js']",False,14,1,0,2022-09-06 08:44:20,2022-09-05 13:56:29,,73610528,CC BY-SA 4.0,https://stackoverflow.com/questions/73610528/swiper-dynamic-change-of-pagination-parameters,Swiper. Dynamic change of pagination parameters,1,14671783,registered,https://www.gravatar.com/avatar/e3680cdc054160cd4fbf9063b3ffe32f?s=256&d=identicon&r=PG&f=1,abvas,https://stackoverflow.com/users/14671783/abvas,,,,
32,['autodesk-forge'],False,26,1,0,2022-09-06 08:44:14,2022-09-05 11:05:29,2022-09-05 13:00:07,73608365,CC BY-SA 4.0,https://stackoverflow.com/questions/73608365/even-though-i-entered-createbucket-correctly-i-keep-getting-an-error,"Even though I entered CreateBucket correctly, I keep getting an error",17,19622394,registered,https://lh3.googleusercontent.com/a-/AFdZucox9EPPtD0tFYp5n6wDorFRPFzMoY8M2snU1r52=k-s256,oğuzhan k&#246;mc&#252;,https://stackoverflow.com/users/19622394/o%c4%9fuzhan-k%c3%b6mc%c3%bc,,,,
33,"['javascript', 'reactjs', 'material-ui']",True,47,2,1,2022-09-06 08:43:58,2022-09-05 15:21:49,2022-09-05 16:26:45,73611607,CC BY-SA 4.0,https://stackoverflow.com/questions/73611607/change-font-size-of-groupby-and-option-text-in-material-ui-autocomplete-without,Change font size of groupBy and option text in material ui autocomplete without changing input box size,793,11447688,registered,https://www.gravatar.com/avatar/7e11bad52767c68d7498e2a2f4eed30f?s=256&d=identicon&r=PG&f=1,young_minds1,https://stackoverflow.com/users/11447688/young-minds1,,,,
34,"['python', 'pandas', 'selenium', 'firefox', 'folium']",False,18,1,0,2022-09-06 08:43:41,2022-09-05 16:59:14,,73612612,CC BY-SA 4.0,https://stackoverflow.com/questions/73612612/cannot-output-png-maps-from-folium-with-selenium-and-firefox,Cannot output png maps from folium with selenium and firefox,105,14263125,registered,https://lh6.googleusercontent.com/-tgXxv4AGbiM/AAAAAAAAAAI/AAAAAAAADeU/Msb8sMYiMUo/photo.jpg?sz=256,Drosera_capensis,https://stackoverflow.com/users/14263125/drosera-capensis,,,,
35,"['rest', 'api-design']",True,37,4,1,2022-09-06 08:43:35,2022-09-05 10:16:26,,73607807,CC BY-SA 4.0,https://stackoverflow.com/questions/73607807/rest-api-design-path-variable-vs-request-body-on-update-best-practices,REST API Design: Path variable vs request body on UPDATE (Best practices),81,12946201,registered,https://i.stack.imgur.com/g7YOQ.jpg?s=256&g=1,WhiteCherry,https://stackoverflow.com/users/12946201/whitecherry,,,,
36,"['c++', 'function']",False,47,1,1,2022-09-06 08:43:02,2022-09-05 01:29:21,2022-09-05 01:38:19,73603827,CC BY-SA 4.0,https://stackoverflow.com/questions/73603827/why-is-my-function-not-printing-the-area-of-a-pentagon,Why is my function not printing the area of a pentagon?,41,19340692,registered,https://www.gravatar.com/avatar/bd1a33f6460994427f6ff70272f12038?s=256&d=identicon&r=PG,asvalk1672,https://stackoverflow.com/users/19340692/asvalk1672,,,,
37,['ton'],False,40,1,0,2022-09-06 08:42:03,2022-09-05 10:36:47,2022-09-06 08:42:03,73608034,,https://stackoverflow.com/questions/73608034/how-to-parse-output-of-get-methods-in-ton-smart-contracts,How to parse output of GET methods in TON smart contracts?,61,6199892,registered,https://i.stack.imgur.com/RS2dT.jpg?s=256&g=1,Andrey Tvorothkov,https://stackoverflow.com/users/6199892/andrey-tvorothkov,,2022-09-06 05:44:38,Needs details or clarity,
38,"['java', 'android', 'kotlin', 'picture-in-picture']",False,21,0,-2,2022-09-06 08:41:47,2022-09-05 15:53:29,2022-09-06 08:41:47,73611958,CC BY-SA 4.0,https://stackoverflow.com/questions/73611958/picture-in-picture-go-back-to-caller-activity,Picture-in-picture go back to caller activity,41,10220258,registered,https://www.gravatar.com/avatar/ad95eac37c65cb6efdeeb874eb56a904?s=256&d=identicon&r=PG&f=1,Palantiir,https://stackoverflow.com/users/10220258/palantiir,,,,
39,"['api', 'facebook-graph-api', 'instagram', 'instagram-api', 'instagram-graph-api']",False,20,0,-1,2022-09-06 08:40:48,2022-09-05 07:13:56,2022-09-06 08:40:48,73605739,CC BY-SA 4.0,https://stackoverflow.com/questions/73605739/instagram-api-get-number-of-likes-and-comments,Instagram API : get number of likes and comments,1,18448602,registered,https://www.gravatar.com/avatar/4dbd70f5e397a5c87c6e93c7e2893d91?s=256&d=identicon&r=PG,Snow Drop,https://stackoverflow.com/users/18448602/snow-drop,,,,
40,"['flutter', 'dart', 'asynchronous', 'async-await', 'flutter-future']",False,21,0,0,2022-09-06 08:40:35,2022-09-05 15:31:35,2022-09-06 08:40:35,73611702,CC BY-SA 4.0,https://stackoverflow.com/questions/73611702/future-did-not-run-in-the-right-time-flutter,future did not run in the right time flutter,1,19500226,registered,https://www.gravatar.com/avatar/dd6eeae20113e0284610521388d4c221?s=256&d=identicon&r=PG,kfmfkgmkfgk,https://stackoverflow.com/users/19500226/kfmfkgmkfgk,,,,
41,"['flutter', 'firebase', 'dart', 'google-cloud-firestore']",False,34,1,0,2022-09-06 08:40:23,2022-09-05 07:39:43,2022-09-05 14:24:36,73606000,CC BY-SA 4.0,https://stackoverflow.com/questions/73606000/pass-dropdown-selected-value-to-firebase-collection-in-dart,pass dropdown selected value to firebase collection in Dart,141,8725561,registered,https://i.stack.imgur.com/mLMlM.jpg?s=256&g=1,Sarah,https://stackoverflow.com/users/8725561/sarah,,,,
42,"['bash', 'awk']",False,50,2,-2,2022-09-06 08:39:40,2022-09-05 22:33:04,2022-09-06 01:02:16,73615181,CC BY-SA 4.0,https://stackoverflow.com/questions/73615181/how-can-i-make-awk-print-and-awk-printf-work-the-way-they-used-to,How can I make awk print and awk printf work the way they used to?,37,6614445,registered,https://www.gravatar.com/avatar/b168f0608b199dff8da9008bc72a93c7?s=256&d=identicon&r=PG,NewtownGuy,https://stackoverflow.com/users/6614445/newtownguy,,,,
43,"['php', 'laravel', 'laravel-backpack']",True,33,2,1,2022-09-06 08:39:29,2022-09-05 13:09:45,2022-09-06 07:29:04,73609924,CC BY-SA 4.0,https://stackoverflow.com/questions/73609924/laravel-backpack-uppercase,Laravel Backpack uppercase,2185,966940,registered,https://www.gravatar.com/avatar/d68d9e57756ffb2e268bb7c23806eca9?s=256&d=identicon&r=PG,alex toader,https://stackoverflow.com/users/966940/alex-toader,,,,
44,"['javascript', 'reactjs', 'parameters', 'next.js', 'package']",False,24,1,0,2022-09-06 08:38:57,2022-09-05 23:08:11,,73615347,CC BY-SA 4.0,https://stackoverflow.com/questions/73615347/passing-a-parameter-to-onclick-function-nextjs,Passing a parameter to onClick function NextJS,1,11983237,registered,https://www.gravatar.com/avatar/7d08326eb3c6462d18aa2da155ecaad3?s=256&d=identicon&r=PG&f=1,leo.hnvl,https://stackoverflow.com/users/11983237/leo-hnvl,,,,
45,"['c++', 'polymorphism', 'virtual-functions']",True,187,1,7,2022-09-06 08:38:14,2022-09-05 18:10:59,2022-09-06 08:38:14,73613280,CC BY-SA 4.0,https://stackoverflow.com/questions/73613280/how-can-i-implement-polymorphism-in-c-for-a-wrapper-class-that-will-hold-one-o,How can I implement polymorphism in C++ for a wrapper class that will hold one of several types?,93,16375015,registered,https://www.gravatar.com/avatar/814d8cbb6a9f33c51c21b650f7670d29?s=256&d=identicon&r=PG&f=1,chuckt,https://stackoverflow.com/users/16375015/chuckt,,,,
46,"['anaconda', 'debian', 'environment', 'systemd']",False,18,1,0,2022-09-06 08:38:09,2022-09-05 13:14:57,2022-09-06 06:04:33,73609991,CC BY-SA 4.0,https://stackoverflow.com/questions/73609991/anconda-env-python-script-autostart-after-reboot,Anconda env. python script autostart after reboot,1,18745372,registered,https://www.gravatar.com/avatar/308e38d59f3f6defb042eb7d50346383?s=256&d=identicon&r=PG,Mupsje,https://stackoverflow.com/users/18745372/mupsje,,,,
47,"['mysql', 'laravel', 'eloquent', 'query-builder']",False,25,0,-1,2022-09-06 08:37:09,2022-09-05 19:19:00,2022-09-06 08:37:09,73613849,CC BY-SA 4.0,https://stackoverflow.com/questions/73613849/laravel-first-query-really-slow,Laravel first query really slow,39,12945194,registered,https://www.gravatar.com/avatar/98f44440620db7dc0a17c6c96ee66fd9?s=256&d=identicon&r=PG&f=1,IamQwasyx0_,https://stackoverflow.com/users/12945194/iamqwasyx0,,,,
48,"['android', 'android-layout', 'nested', 'android-custom-view']",False,22,0,0,2022-09-06 08:36:40,2022-09-05 09:45:42,2022-09-06 08:36:40,73607439,CC BY-SA 4.0,https://stackoverflow.com/questions/73607439/android-customview-from-xml-has-a-extra-nesting-viewgroup,Android CustomView from xml has a extra nesting ViewGroup,673,4072786,registered,https://i.stack.imgur.com/Urlk6.jpg?s=256&g=1,Fan Applelin,https://stackoverflow.com/users/4072786/fan-applelin,67.0,,,
49,"['prolog', 'dcg']",True,63,3,0,2022-09-06 08:36:14,2022-09-05 05:33:34,2022-09-05 05:46:09,73604875,CC BY-SA 4.0,https://stackoverflow.com/questions/73604875/how-to-replace-a-sequence-of-tokens-in-a-dcg-grammar-in-prolog,How to replace a sequence of tokens in a DCG grammar in Prolog?,3120,1209842,registered,https://www.gravatar.com/avatar/d3ba9d443fec7d2ce0d5edc6815b678d?s=256&d=identicon&r=PG,Claude COULOMBE,https://stackoverflow.com/users/1209842/claude-coulombe,0.0,,,
50,"['sql', 'oracle', 'cron', 'scheduled-tasks']",True,43,2,1,2022-09-06 08:35:55,2022-09-05 07:36:07,2022-09-05 12:50:37,73605957,CC BY-SA 4.0,https://stackoverflow.com/questions/73605957/run-oracle-select-query-as-a-cron-job-oracle-force-commit-distributed-transa,Run Oracle select query as a cron job ? Oracle - force commit distributed transactions,21,12997859,registered,https://www.gravatar.com/avatar/37afd6d0f5e0f9776ef446f8e1d90cdd?s=256&d=identicon&r=PG&f=1,Damon,https://stackoverflow.com/users/12997859/damon,,,,
51,"['google-apps-script', 'google-sheets']",False,15,0,0,2022-09-06 08:35:32,2022-09-05 13:59:58,2022-09-06 08:35:32,73610591,CC BY-SA 4.0,https://stackoverflow.com/questions/73610591/copy-paste-a-range-into-selected-range-in-apps-script,Copy &amp; paste a range into selected range in Apps Script,1,19923829,registered,https://lh3.googleusercontent.com/a/AItbvmmTOfKBNA2J9LZxNaLrOyHOtnwUl13kJHwdSWms=k-s256,Denys,https://stackoverflow.com/users/19923829/denys,,,,
52,"['java', 'android', 'android-activity', 'android-recyclerview']",False,27,1,-1,2022-09-06 08:34:54,2022-09-05 19:25:51,2022-09-05 21:50:22,73613909,CC BY-SA 4.0,https://stackoverflow.com/questions/73613909/how-to-delete-an-item-in-recycleview-from-another-activity,how to delete an item in recycleview from another activity?,3,14895570,registered,https://lh3.googleusercontent.com/a-/AOh14Gh35pWFJsDPxFgWSAmMi9fgo0O-0To20wZ8nIBn=k-s256,Sohaibs Amir,https://stackoverflow.com/users/14895570/sohaibs-amir,,,,
53,"['c#', 'html', 'regex']",True,55,2,-2,2022-09-06 08:34:52,2022-09-05 12:32:57,2022-09-05 15:19:30,73609432,CC BY-SA 4.0,https://stackoverflow.com/questions/73609432/regex-everything-between-a-specific-tag-in-html,Regex everything between a specific Tag in HTML,7,19878843,registered,https://lh3.googleusercontent.com/a-/AFdZucpC-s6fzS33_mtTuhO4r0wHClyVQrUgph6JNwSOKA=k-s256,TheGameZ,https://stackoverflow.com/users/19878843/thegamez,,,,73612285.0
54,"['java', 'maven', 'embedded-jetty', '404-page']",True,50,1,0,2022-09-06 08:33:06,2022-09-05 11:19:59,2022-09-06 08:33:06,73608551,CC BY-SA 4.0,https://stackoverflow.com/questions/73608551/jetty-11-0-11-404-on-html-file-in-src-main-webapp-static-maven-embedded-fat,Jetty 11.0.11 - 404 on html file in \src\main\webapp\static - maven embedded fat jar,156,5847235,registered,https://www.gravatar.com/avatar/a4ecaeb6d3b6c10013705b6117882815?s=256&d=identicon&r=PG&f=1,Stefan,https://stackoverflow.com/users/5847235/stefan,,,,73611393.0
