,is_accepted,score,last_activity_date,last_edit_date,creation_date,answer_id,question_id,content_license,owner.reputation,owner.user_id,owner.user_type,owner.accept_rate,owner.profile_image,owner.display_name,owner.link,community_owned_date
38,False,0,1662264692,1662264692.0,1662219788,73593512,73571674,CC BY-SA 4.0,10780,14475852,registered,,https://www.gravatar.com/avatar/0aa9ec064c415b0a901c94548c45f5b5?s=256&d=identicon&r=PG&f=1,Chandan,https://stackoverflow.com/users/14475852/chandan,
39,True,1,1662264002,1662264002.0,1662234629,73595054,73515634,CC BY-SA 4.0,10780,14475852,registered,,https://www.gravatar.com/avatar/0aa9ec064c415b0a901c94548c45f5b5?s=256&d=identicon&r=PG&f=1,Chandan,https://stackoverflow.com/users/14475852/chandan,
40,False,1,1662263515,1662263515.0,1662215489,73593004,73592068,CC BY-SA 4.0,422,19812413,registered,,https://www.gravatar.com/avatar/882352626dea9b6dfdfc2bc92136227b?s=256&d=identicon&r=PG&f=1,s3vt,https://stackoverflow.com/users/19812413/s3vt,
41,False,1,1662261493,1662261493.0,1662248998,73596044,73594024,CC BY-SA 4.0,1649,17592432,registered,,https://www.gravatar.com/avatar/35a7326d2435d78881edaf3e539712c3?s=256&d=identicon&r=PG,Fe2O3,https://stackoverflow.com/users/17592432/fe2o3,
42,False,1,1662261206,1662261206.0,1662182449,73589846,73586446,CC BY-SA 4.0,2313,4886202,registered,73.0,https://www.gravatar.com/avatar/c77b645116203601578a24da73dde118?s=256&d=identicon&r=PG,P. K. Tharindu,https://stackoverflow.com/users/4886202/p-k-tharindu,
43,False,0,1662260191,1662260191.0,1662184600,73589986,39774194,CC BY-SA 4.0,61,10545933,registered,,https://graph.facebook.com/10215628010486488/picture?type=large,Agung Sudrajat,https://stackoverflow.com/users/10545933/agung-sudrajat,
44,False,0,1662259321,1662259321.0,1662247347,73595954,73595809,CC BY-SA 4.0,52384,7215091,registered,71.0,https://i.stack.imgur.com/6ojJw.jpg?s=256&g=1,Cooper,https://stackoverflow.com/users/7215091/cooper,
45,False,1,1662259040,1662259040.0,1662212235,73592667,73591656,CC BY-SA 4.0,4520,10802527,registered,,https://i.stack.imgur.com/HFfYk.png?s=256&g=1,K J,https://stackoverflow.com/users/10802527/k-j,
46,False,0,1662258921,1662258921.0,1662208703,73592302,57764070,CC BY-SA 4.0,510,2976879,registered,,https://i.stack.imgur.com/pd05v.jpg?s=256&g=1,Elmar,https://stackoverflow.com/users/2976879/elmar,
47,False,0,1662257506,1662257506.0,1662165834,73588949,73588003,CC BY-SA 4.0,1421,10431550,registered,,https://www.gravatar.com/avatar/7acc1e3be16f0263f0080400e221d65a?s=256&d=identicon&r=PG&f=1,ViviG,https://stackoverflow.com/users/10431550/vivig,
48,True,0,1662256937,1662256937.0,1662249523,73596071,73594374,CC BY-SA 4.0,86272,3874623,registered,80.0,https://i.stack.imgur.com/BlVKi.jpg?s=256&g=1,Mark,https://stackoverflow.com/users/3874623/mark,
49,True,2,1662254157,1662254157.0,1662241316,73595568,73594842,CC BY-SA 4.0,6145,9967571,registered,,https://i.stack.imgur.com/EwjwT.png?s=256&g=1,jignatius,https://stackoverflow.com/users/9967571/jignatius,
50,False,0,1662253765,1662253765.0,1662247255,73595949,8483002,CC BY-SA 4.0,1,5168334,registered,,https://www.gravatar.com/avatar/751f7d45dfe243484d2ec26eb9fa1e4f?s=256&d=identicon&r=PG&f=1,M. Rossetto,https://stackoverflow.com/users/5168334/m-rossetto,
51,True,2,1662253231,1662253231.0,1662236517,73595208,73595176,CC BY-SA 4.0,184932,5577765,registered,,https://i.stack.imgur.com/Sxn9i.png?s=256&g=1,Rabbid76,https://stackoverflow.com/users/5577765/rabbid76,
52,True,0,1662251643,1662251643.0,1662166126,73588967,73588462,CC BY-SA 4.0,141200,478884,registered,,https://i.stack.imgur.com/rLckc.jpg?s=256&g=1,Tim Williams,https://stackoverflow.com/users/478884/tim-williams,
53,False,1,1662251166,1662251166.0,1662240001,73595470,73595402,CC BY-SA 4.0,4840,7711283,registered,100.0,https://i.stack.imgur.com/qCfAB.jpg?s=256&g=1,Claudio,https://stackoverflow.com/users/7711283/claudio,
54,False,4,1662250942,1662250942.0,1662227287,73594320,73594024,CC BY-SA 4.0,7647,4213662,registered,80.0,https://graph.facebook.com/693430827/picture?type=large,Persixty,https://stackoverflow.com/users/4213662/persixty,
55,False,0,1662250890,1662250890.0,1662246811,73595920,73593962,CC BY-SA 4.0,8725,1609514,registered,67.0,https://www.gravatar.com/avatar/1e62d27c486199ea834abd203fbb841b?s=256&d=identicon&r=PG,Bill,https://stackoverflow.com/users/1609514/bill,
56,False,0,1662250275,1662250275.0,1662226172,73594206,73584004,CC BY-SA 4.0,21052,7571258,registered,62.0,https://i.stack.imgur.com/fBP6e.png?s=256&g=1,zett42,https://stackoverflow.com/users/7571258/zett42,
57,False,1,1662249583,,1662249583,73596073,73594041,CC BY-SA 4.0,46,19913258,registered,,https://lh3.googleusercontent.com/a/AItbvmlUr_lqmN2DcZOpzOvH_4AOlJbJF2Oe5vMu_Jd6=k-s256,Ascent,https://stackoverflow.com/users/19913258/ascent,
58,False,0,1662249555,1662249555.0,1662247621,73595968,73595875,CC BY-SA 4.0,108117,5632629,registered,100.0,https://i.stack.imgur.com/Pfxka.jpg?s=256&g=1,player0,https://stackoverflow.com/users/5632629/player0,
59,False,0,1662249478,,1662249478,73596069,73593551,CC BY-SA 4.0,400,17289463,registered,,https://i.stack.imgur.com/rISfs.jpg?s=256&g=1,Valentin Goldit&#233;,https://stackoverflow.com/users/17289463/valentin-goldit%c3%a9,
60,False,0,1662249442,,1662249442,73596063,73592378,CC BY-SA 4.0,191,19758138,registered,,https://i.stack.imgur.com/lABgH.jpg?s=256&g=1,DraftyHat,https://stackoverflow.com/users/19758138/draftyhat,
61,False,0,1662249425,1662249425.0,1662246892,73595924,73588182,CC BY-SA 4.0,16535,11969817,registered,,https://www.gravatar.com/avatar/357effe11624758fdf092d7a72e427d3?s=256&d=identicon&r=PG&f=1,workingdog support Ukraine,https://stackoverflow.com/users/11969817/workingdog-support-ukraine,
62,False,0,1662249393,,1662249393,73596060,73596031,CC BY-SA 4.0,12942,404568,registered,45.0,https://i.stack.imgur.com/W1j32.jpg?s=256&g=1,David Given,https://stackoverflow.com/users/404568/david-given,
63,False,0,1662249327,,1662249327,73596057,73585646,CC BY-SA 4.0,5105,2627018,registered,81.0,https://i.stack.imgur.com/xJKxt.png?s=256&g=1,ycr,https://stackoverflow.com/users/2627018/ycr,
64,False,0,1662249269,1662249269.0,1662248857,73596037,73591234,CC BY-SA 4.0,219922,8620333,registered,,https://i.stack.imgur.com/WSmLn.png?s=256&g=1,Temani Afif,https://stackoverflow.com/users/8620333/temani-afif,
65,False,0,1662249239,,1662249239,73596053,73592104,CC BY-SA 4.0,148462,7108653,registered,,https://i.stack.imgur.com/LH2EI.png?s=256&g=1,Tanaike,https://stackoverflow.com/users/7108653/tanaike,
66,False,1,1662249201,1662249201.0,1662207801,73592213,73591874,CC BY-SA 4.0,378,11649567,registered,,https://www.gravatar.com/avatar/f73486dbc16d3dc6877e698fb20dfba0?s=256&d=identicon&r=PG&f=1,mashtock,https://stackoverflow.com/users/11649567/mashtock,
67,False,0,1662249153,,1662249153,73596051,26160900,CC BY-SA 4.0,540,11653053,registered,,https://www.gravatar.com/avatar/459475aa76c7aa5724cdd04bfaa186c6?s=256&d=identicon&r=PG&f=1,howdoicode,https://stackoverflow.com/users/11653053/howdoicode,
68,False,0,1662249029,,1662249029,73596049,23178142,CC BY-SA 4.0,338,12982145,registered,,https://i.stack.imgur.com/zRhcF.png?s=256&g=1,Taib Islam Dipu,https://stackoverflow.com/users/12982145/taib-islam-dipu,
69,False,0,1662249021,,1662249021,73596047,73595928,CC BY-SA 4.0,4408,9968486,registered,,https://www.gravatar.com/avatar/32ef70d35b33f8d0451ce07c32bc53be?s=256&d=identicon&r=PG&f=1,SirPilan,https://stackoverflow.com/users/9968486/sirpilan,
70,False,0,1662249002,1662249002.0,1662248683,73596028,73594424,CC BY-SA 4.0,21,9040085,registered,,https://www.gravatar.com/avatar/f0fd4a1d4dcfef5976a505f92ebe3bb2?s=256&d=identicon&r=PG&f=1,eddiszszu,https://stackoverflow.com/users/9040085/eddiszszu,
71,False,0,1662248976,,1662248976,73596043,73591419,CC BY-SA 4.0,3055,4779472,registered,89.0,https://lh5.googleusercontent.com/-918sSljPOLU/AAAAAAAAAAI/AAAAAAAAABA/JrpaeNI9JiM/photo.jpg?sz=256,Rohit Gupta,https://stackoverflow.com/users/4779472/rohit-gupta,
72,False,0,1662248921,,1662248921,73596041,73593914,CC BY-SA 4.0,1151838,6309,registered,100.0,https://i.stack.imgur.com/I4fiW.jpg?s=256&g=1,VonC,https://stackoverflow.com/users/6309/vonc,
73,False,0,1662248891,,1662248891,73596039,8067510,CC BY-SA 4.0,338,12982145,registered,,https://i.stack.imgur.com/zRhcF.png?s=256&g=1,Taib Islam Dipu,https://stackoverflow.com/users/12982145/taib-islam-dipu,
74,False,0,1662248846,,1662248846,73596035,67869254,CC BY-SA 4.0,1,19093854,registered,,https://lh3.googleusercontent.com/a-/AOh14GgeeCsz8ReMJkxL6b8lg7dTQJxAyoxjQ4KpILgTAw=k-s256,Jay Prakash,https://stackoverflow.com/users/19093854/jay-prakash,
75,False,0,1662248820,1662248820.0,1662248099,73595993,38105539,CC BY-SA 4.0,84,7881960,registered,,https://www.gravatar.com/avatar/fface2a3aab63fb6e751c8b5a734c7ba?s=256&d=identicon&r=PG&f=1,SamithaP,https://stackoverflow.com/users/7881960/samithap,
76,False,0,1662248788,,1662248788,73596033,63719437,CC BY-SA 4.0,108117,5632629,registered,100.0,https://i.stack.imgur.com/Pfxka.jpg?s=256&g=1,player0,https://stackoverflow.com/users/5632629/player0,
77,False,0,1662248754,1662248754.0,1662248394,73596014,68677872,CC BY-SA 4.0,41,6656285,registered,,https://lh6.googleusercontent.com/-kyjLt2csg8Q/AAAAAAAAAAI/AAAAAAAAAqQ/CmoaS0zpobY/photo.jpg?sz=256,Sam Masri,https://stackoverflow.com/users/6656285/sam-masri,
78,True,1,1662248717,,1662248717,73596030,73595969,CC BY-SA 4.0,27717,2189130,registered,,https://i.stack.imgur.com/trlri.png?s=256&g=1,kmdreko,https://stackoverflow.com/users/2189130/kmdreko,
79,False,-1,1662248712,1662248712.0,1662230269,73594628,71569543,CC BY-SA 4.0,33,12955152,registered,,https://www.gravatar.com/avatar/8893f1e8ac51ab4656706d5f7bc77feb?s=256&d=identicon&r=PG&f=1,Muhammadoufi,https://stackoverflow.com/users/12955152/muhammadoufi,
80,True,2,1662248638,,1662248638,73596025,73595971,CC BY-SA 4.0,407154,67579,registered,81.0,https://i.stack.imgur.com/BJXub.png?s=256&g=1,Willem Van Onsem,https://stackoverflow.com/users/67579/willem-van-onsem,
81,False,0,1662248538,,1662248538,73596021,73594726,CC BY-SA 4.0,12986,199364,registered,83.0,https://www.gravatar.com/avatar/75807746d41c9905452d252595f7b89d?s=256&d=identicon&r=PG,ToolmakerSteve,https://stackoverflow.com/users/199364/toolmakersteve,
82,False,0,1662248513,,1662248513,73596020,73595590,CC BY-SA 4.0,35683,5193536,registered,,https://i.stack.imgur.com/ZGlox.png?s=256&g=1,nbk,https://stackoverflow.com/users/5193536/nbk,
83,False,-1,1662248489,1662248489.0,1662247411,73595960,73595856,CC BY-SA 4.0,2909,3842598,registered,100.0,https://www.gravatar.com/avatar/468955b0edcf30e61a2937cb8b754a1a?s=256&d=identicon&r=PG&f=1,Christian,https://stackoverflow.com/users/3842598/christian,
84,False,0,1662248450,,1662248450,73596017,37741890,CC BY-SA 4.0,1,19913236,registered,,https://lh3.googleusercontent.com/a-/AFdZucrlUL7QJ0qOnssBm7eJEs_bKIXfEvl1fd4oCFYnVA=k-s256,Lamine,https://stackoverflow.com/users/19913236/lamine,
85,False,0,1662248444,,1662248444,73596016,73595907,CC BY-SA 4.0,1,11817071,registered,,https://i.stack.imgur.com/PghpD.jpg?s=256&g=1,pbjgame,https://stackoverflow.com/users/11817071/pbjgame,
86,False,1,1662248380,,1662248380,73596011,73595909,CC BY-SA 4.0,103589,3943312,registered,,https://www.gravatar.com/avatar/fc00b38b94ca7b6f820622b0a8af8ded?s=256&d=identicon&r=PG,Sam Varshavchik,https://stackoverflow.com/users/3943312/sam-varshavchik,
87,False,0,1662248369,,1662248369,73596009,58065603,CC BY-SA 4.0,11,13501489,registered,,https://www.gravatar.com/avatar/acd7fa1c4c880a95a0b01d6cb868f011?s=256&d=identicon&r=PG&f=1,Hamza Iqbal,https://stackoverflow.com/users/13501489/hamza-iqbal,
88,False,0,1662248362,1662248362.0,1662241582,73595583,57728884,CC BY-SA 4.0,1074,9318372,registered,,https://i.stack.imgur.com/1Ug0X.jpg?s=256&g=1,Hyperplane,https://stackoverflow.com/users/9318372/hyperplane,
89,False,1,1662248362,,1662248362,73596008,73587338,CC BY-SA 4.0,32445,6395627,registered,,https://www.gravatar.com/avatar/8dac5493d339ba8cb379f4efb2485d65?s=256&d=identicon&r=PG&f=1,Slaw,https://stackoverflow.com/users/6395627/slaw,
90,False,0,1662248359,,1662248359,73596007,73585668,CC BY-SA 4.0,5105,2627018,registered,81.0,https://i.stack.imgur.com/xJKxt.png?s=256&g=1,ycr,https://stackoverflow.com/users/2627018/ycr,
91,False,0,1662248358,,1662248358,73596006,40056979,CC BY-SA 4.0,11,11929315,registered,,https://www.gravatar.com/avatar/c5608421104afdec503e4e69acedce6e?s=256&d=identicon&r=PG,michael masse,https://stackoverflow.com/users/11929315/michael-masse,
92,False,0,1662248291,1662248291.0,1662248046,73595990,73026144,CC BY-SA 4.0,1,19913228,registered,,https://www.gravatar.com/avatar/71de53d2f2804155e7f3351e45d2fd59?s=256&d=identicon&r=PG,Frank,https://stackoverflow.com/users/19913228/frank,
93,False,0,1662248264,,1662248264,73596002,73594016,CC BY-SA 4.0,812035,3732271,registered,,https://www.gravatar.com/avatar/ee6e12042dc31b1ef27471482f9ff91f?s=256&d=identicon&r=PG&f=1,akrun,https://stackoverflow.com/users/3732271/akrun,
94,False,0,1662248233,,1662248233,73596001,59073774,CC BY-SA 4.0,1,19913233,unregistered,,https://www.gravatar.com/avatar/cef50b12fbdf74d548de69787f296ba3?s=256&d=identicon&r=PG,CcCCCCCcccc,https://stackoverflow.com/users/19913233/ccccccccccc,
95,False,0,1662248209,,1662248209,73596000,63190006,CC BY-SA 4.0,23,4496981,registered,,https://www.gravatar.com/avatar/bdfd3031baf57bb706d9109c33564dd2?s=256&d=identicon&r=PG&f=1,Joey Bats,https://stackoverflow.com/users/4496981/joey-bats,
96,False,0,1662248151,,1662248151,73595996,73587433,CC BY-SA 4.0,54469,62937,registered,75.0,https://www.gravatar.com/avatar/52f79e92fdda71a258de1818558dcea4?s=256&d=identicon&r=PG,markerikson,https://stackoverflow.com/users/62937/markerikson,
97,False,0,1662248100,,1662248100,73595994,73594522,CC BY-SA 4.0,174187,298225,registered,100.0,https://www.gravatar.com/avatar/ef102f4ee36e58d09e0b27cd5393a1d8?s=256&d=identicon&r=PG,Eric Postpischil,https://stackoverflow.com/users/298225/eric-postpischil,
98,False,1,1662248091,1662248091.0,1662247781,73595977,73595928,CC BY-SA 4.0,159,13448235,registered,,https://www.gravatar.com/avatar/5b92ef766864cd2cfaa8494029631bb5?s=256&d=identicon&r=PG&f=1,Jess,https://stackoverflow.com/users/13448235/jess,
99,False,1,1662248078,,1662248078,73595992,73595351,CC BY-SA 4.0,812035,3732271,registered,,https://www.gravatar.com/avatar/ee6e12042dc31b1ef27471482f9ff91f?s=256&d=identicon&r=PG&f=1,akrun,https://stackoverflow.com/users/3732271/akrun,
100,False,0,1662248013,,1662248013,73595989,73070807,CC BY-SA 4.0,41,7598115,registered,,https://www.gravatar.com/avatar/2d69bbf1660c96f459cf65212f47bb73?s=256&d=identicon&r=PG&f=1,user418560,https://stackoverflow.com/users/7598115/user418560,
101,True,2,1662247991,,1662247991,73595987,73594247,CC BY-SA 4.0,400,17289463,registered,,https://i.stack.imgur.com/rISfs.jpg?s=256&g=1,Valentin Goldit&#233;,https://stackoverflow.com/users/17289463/valentin-goldit%c3%a9,
102,False,1,1662247986,,1662247986,73595986,73595462,CC BY-SA 4.0,347449,7432,registered,94.0,https://www.gravatar.com/avatar/3e3921ee8a7792e4b5da0244933395e8?s=256&d=identicon&r=PG,Bryan Oakley,https://stackoverflow.com/users/7432/bryan-oakley,
103,False,1,1662247985,,1662247985,73595985,73595168,CC BY-SA 4.0,22436,801894,registered,,https://www.gravatar.com/avatar/67f2ccd17aa6fd622152ad88fc2ae784?s=256&d=identicon&r=PG,Solomon Slow,https://stackoverflow.com/users/801894/solomon-slow,
104,False,0,1662247960,,1662247960,73595984,73595943,CC BY-SA 4.0,19219,9938317,registered,,https://www.gravatar.com/avatar/6b72fceef5630b6b962624fed6ac9c82?s=256&d=identicon&r=PG&f=1,rioV8,https://stackoverflow.com/users/9938317/riov8,
105,False,0,1662247891,,1662247891,73595982,61483721,CC BY-SA 4.0,1,10843902,registered,,https://i.stack.imgur.com/VaHUS.jpg?s=256&g=1,Mohamed Khaled,https://stackoverflow.com/users/10843902/mohamed-khaled,
