,is_accepted,score,last_activity_date,last_edit_date,creation_date,answer_id,question_id,content_license,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,community_owned_date
18,False,0,2022-09-07 04:06:42,2022-09-07 04:06:42,2022-09-06 13:08:39,73622610,69010964,CC BY-SA 4.0,31,19205926,registered,https://lh3.googleusercontent.com/a-/AOh14GhnsI5TOOzKnauzoNEucXt_rUT4FC0Xi-qUm53o=k-s256,Mahammadhusain kadiwala,https://stackoverflow.com/users/19205926/mahammadhusain-kadiwala,,
19,False,-1,2022-09-07 03:59:49,2022-09-07 03:59:49,2022-09-06 09:26:16,73619681,73618377,CC BY-SA 4.0,383,6632595,registered,https://graph.facebook.com/512195288970617/picture?type=large,Md Mobinur Rahman,https://stackoverflow.com/users/6632595/md-mobinur-rahman,,
20,False,0,2022-09-07 03:53:35,2022-09-07 03:53:35,2022-09-06 05:03:16,73616911,73613298,CC BY-SA 4.0,1413,5004011,registered,https://graph.facebook.com/2755181036135/picture?type=large,Dashiell Rose Bark-Huss,https://stackoverflow.com/users/5004011/dashiell-rose-bark-huss,,
21,False,0,2022-09-07 03:42:57,2022-09-07 03:42:57,2022-09-06 04:56:58,73616876,73615589,CC BY-SA 4.0,2415,6886501,registered,https://i.stack.imgur.com/Jgqha.jpg?s=256&g=1,Markus Meyer,https://stackoverflow.com/users/6886501/markus-meyer,,
22,False,0,2022-09-07 03:41:18,2022-09-07 03:41:18,2022-09-06 05:14:24,73616984,73613417,CC BY-SA 4.0,2415,6886501,registered,https://i.stack.imgur.com/Jgqha.jpg?s=256&g=1,Markus Meyer,https://stackoverflow.com/users/6886501/markus-meyer,,
23,False,-1,2022-09-07 03:31:44,2022-09-07 03:31:44,2022-09-06 04:17:46,73616664,73613308,CC BY-SA 4.0,22,7360286,registered,https://graph.facebook.com/1773049546290001/picture?type=large,Lei  Cui,https://stackoverflow.com/users/7360286/lei-cui,,
24,False,1,2022-09-07 03:17:26,2022-09-07 03:17:26,2022-09-06 23:23:54,73628637,73625111,CC BY-SA 4.0,327647,45375,registered,https://www.gravatar.com/avatar/39f6e2dc52425b1e08027c01bb880be0?s=256&d=identicon&r=PG,mklement0,https://stackoverflow.com/users/45375/mklement0,,
25,False,0,2022-09-07 03:16:55,2022-09-07 03:16:55,2022-09-06 16:36:02,73625261,73599152,CC BY-SA 4.0,64,13306905,registered,https://i.stack.imgur.com/Wuj6r.jpg?s=256&g=1,Leon Li,https://stackoverflow.com/users/13306905/leon-li,,
26,True,0,2022-09-07 03:04:35,2022-09-07 03:04:35,2022-09-06 23:46:44,73628727,73624948,CC BY-SA 4.0,793,15667460,registered,https://i.stack.imgur.com/1xx0v.jpg?s=256&g=1,Walter,https://stackoverflow.com/users/15667460/walter,,
27,True,2,2022-09-07 03:02:43,2022-09-07 03:02:43,2022-09-06 05:05:51,73616934,73615587,CC BY-SA 4.0,1051,18400272,registered,https://i.stack.imgur.com/3bX71.png?s=256&g=1,Dan F,https://stackoverflow.com/users/18400272/dan-f,,
28,False,1,2022-09-07 02:48:02,2022-09-07 02:48:02,2022-09-06 23:00:59,73628529,73628029,CC BY-SA 4.0,1334,19642884,registered,https://i.stack.imgur.com/FNrxr.jpg?s=256&g=1,Henrique Bucher,https://stackoverflow.com/users/19642884/henrique-bucher,,
29,True,1,2022-09-07 02:47:29,2022-09-07 02:47:29,2022-09-06 16:10:24,73624961,73597123,CC BY-SA 4.0,503,16590740,registered,https://i.stack.imgur.com/1IRez.jpg?s=256&g=1,Nima,https://stackoverflow.com/users/16590740/nima,,
30,False,0,2022-09-07 02:43:37,2022-09-07 02:43:37,2022-09-06 14:06:11,73623410,73622149,CC BY-SA 4.0,415,3821022,registered,https://www.gravatar.com/avatar/9753080d167a6289214dd83a7457c975?s=256&d=identicon&r=PG,IObert,https://stackoverflow.com/users/3821022/iobert,,
31,False,0,2022-09-07 02:35:34,2022-09-07 02:35:34,2022-09-06 23:33:57,73628677,73617282,CC BY-SA 4.0,13288,419705,registered,https://i.stack.imgur.com/cvuY8.png?s=256&g=1,Roddy of the Frozen Peas,https://stackoverflow.com/users/419705/roddy-of-the-frozen-peas,67.0,
32,False,0,2022-09-07 02:28:14,2022-09-07 02:28:14,2022-09-06 15:45:36,73624701,73619314,CC BY-SA 4.0,11,6332916,registered,https://www.gravatar.com/avatar/0ac48e35949ea72d62c9800c8fbe4391?s=256&d=identicon&r=PG&f=1,Feihu Liu,https://stackoverflow.com/users/6332916/feihu-liu,,
33,False,1,2022-09-07 01:43:05,2022-09-07 01:43:05,2022-09-06 18:57:50,73626658,73624815,CC BY-SA 4.0,2123,2205089,registered,https://i.stack.imgur.com/1bP9c.png?s=256&g=1,Alin Gabriel Arhip,https://stackoverflow.com/users/2205089/alin-gabriel-arhip,,
34,False,0,2022-09-07 01:38:49,2022-09-07 01:38:49,2022-09-06 09:35:54,73619802,73619424,CC BY-SA 4.0,4915,7711283,registered,https://i.stack.imgur.com/qCfAB.jpg?s=256&g=1,Claudio,https://stackoverflow.com/users/7711283/claudio,100.0,
35,False,0,2022-09-07 01:35:04,2022-09-07 01:35:04,2022-09-06 02:14:36,73616067,73607578,CC BY-SA 4.0,3230,5104777,registered,https://www.gravatar.com/avatar/7a23b08f8a2c7898c5157d836e67e3e3?s=256&d=identicon&r=PG&f=1,benjimin,https://stackoverflow.com/users/5104777/benjimin,75.0,
36,True,1,2022-09-07 01:30:14,2022-09-07 01:30:14,2022-09-06 17:23:08,73625747,73625309,CC BY-SA 4.0,62570,271415,registered,https://www.gravatar.com/avatar/8648256cc53b261c5e1d266380a256fc?s=256&d=identicon&r=PG,jarmod,https://stackoverflow.com/users/271415/jarmod,91.0,
37,True,0,2022-09-07 01:21:57,2022-09-07 01:21:57,2022-09-06 01:04:09,73615790,73615553,CC BY-SA 4.0,16,15101028,registered,https://graph.facebook.com/3399176706857321/picture?type=large,Andr&#233;s Ricaurte,https://stackoverflow.com/users/15101028/andr%c3%a9s-ricaurte,,
38,True,7,2022-09-07 01:16:41,2022-09-07 01:16:41,2022-09-06 16:08:59,73624945,73624899,CC BY-SA 4.0,56451,16287,registered,https://i.stack.imgur.com/Ogq0T.png?s=256&g=1,Drew Dormann,https://stackoverflow.com/users/16287/drew-dormann,97.0,
39,False,2,2022-09-07 01:16:38,2022-09-07 01:16:38,2022-09-06 17:15:02,73625663,73625557,CC BY-SA 4.0,31937,1552534,registered,https://i.stack.imgur.com/uAEcW.jpg?s=256&g=1,WJS,https://stackoverflow.com/users/1552534/wjs,,
40,False,0,2022-09-07 01:16:17,2022-09-07 01:16:17,2022-09-06 22:25:40,73628324,2613800,CC BY-SA 4.0,1245,3223785,registered,https://i.stack.imgur.com/ILbLk.png?s=256&g=1,Eduardo Lucio,https://stackoverflow.com/users/3223785/eduardo-lucio,100.0,
41,False,-2,2022-09-07 01:12:25,2022-09-07 01:12:25,2022-09-06 20:06:20,73627258,73627101,CC BY-SA 4.0,522,8767186,registered,https://lh3.googleusercontent.com/-ysjHty_MopQ/AAAAAAAAAAI/AAAAAAAAEvc/t1ZWngQU_mg/photo.jpg?sz=256,Shahab Rahnama,https://stackoverflow.com/users/8767186/shahab-rahnama,,
42,False,1,2022-09-07 01:10:00,2022-09-07 01:10:00,2022-09-06 06:44:29,73617726,73616585,CC BY-SA 4.0,1338,19133920,registered,https://www.gravatar.com/avatar/6a35557429b2edb736be4418ffc772a2?s=256&d=identicon&r=PG,JialeDu,https://stackoverflow.com/users/19133920/jialedu,,
43,False,0,2022-09-07 01:01:54,2022-09-07 01:01:54,2022-09-06 07:12:56,73618053,73613241,CC BY-SA 4.0,186,15380439,registered,https://www.gravatar.com/avatar/00ecf3623dc184948c5c3b5413b6586e?s=256&d=identicon&r=PG&f=1,Daemon-5,https://stackoverflow.com/users/15380439/daemon-5,,
44,False,0,2022-09-07 00:58:59,2022-09-07 00:58:59,2022-09-06 23:36:41,73628689,73628022,CC BY-SA 4.0,15328,3066077,registered,https://graph.facebook.com/1666991815/picture?type=large,DarrylG,https://stackoverflow.com/users/3066077/darrylg,,
45,False,0,2022-09-07 00:58:13,2022-09-07 00:58:13,2022-09-06 19:00:02,73626671,46873863,CC BY-SA 4.0,61,8376243,registered,https://lh6.googleusercontent.com/-7_9Hys9e7tQ/AAAAAAAAAAI/AAAAAAAAAxg/i9ppewz8FUU/photo.jpg?sz=256,feav feav,https://stackoverflow.com/users/8376243/feav-feav,,
46,False,0,2022-09-07 00:58:00,2022-09-07 00:58:00,2022-09-06 01:43:24,73615935,73594673,CC BY-SA 4.0,1169,8990644,registered,https://www.gravatar.com/avatar/f7a45274512b7e42662b18a50393127e?s=256&d=identicon&r=PG&f=1,bui,https://stackoverflow.com/users/8990644/bui,,
47,True,1,2022-09-07 00:54:12,2022-09-07 00:54:12,2022-09-06 23:57:01,73628767,73627434,CC BY-SA 4.0,15291,12567365,registered,https://i.stack.imgur.com/zNR3x.png?s=256&g=1,andrewJames,https://stackoverflow.com/users/12567365/andrewjames,,
48,False,0,2022-09-07 00:52:53,2022-09-07 00:52:53,2022-09-06 03:52:24,73616521,65822697,CC BY-SA 4.0,1887,1814268,registered,https://i.stack.imgur.com/HaBJM.jpg?s=256&g=1,TacoEater,https://stackoverflow.com/users/1814268/tacoeater,,
49,False,1,2022-09-07 00:50:57,2022-09-07 00:50:57,2022-09-06 01:50:47,73615971,73613508,CC BY-SA 4.0,67076,28376,registered,https://www.gravatar.com/avatar/8ec1383b240b5ba15ffb9743fceb3c0e?s=256&d=identicon&r=PG,philnash,https://stackoverflow.com/users/28376/philnash,86.0,
50,False,0,2022-09-07 00:46:01,2022-09-07 00:46:01,2022-09-06 23:12:32,73628577,73427078,CC BY-SA 4.0,3909,1500241,registered,https://i.stack.imgur.com/Zsz7w.jpg?s=256&g=1,Neil Girardi,https://stackoverflow.com/users/1500241/neil-girardi,20.0,
51,False,0,2022-09-07 00:44:40,2022-09-07 00:44:40,2022-09-06 21:17:35,73627840,33029821,CC BY-SA 4.0,1232,4987648,registered,https://www.gravatar.com/avatar/763fe2efa50e1f130cb683de3be5c3da?s=256&d=identicon&r=PG&f=1,tobiasBora,https://stackoverflow.com/users/4987648/tobiasbora,0.0,
52,True,1,2022-09-07 00:30:31,2022-09-07 00:30:31,2022-09-06 22:51:55,73628483,73628312,CC BY-SA 4.0,2860,10276092,registered,https://i.stack.imgur.com/OXsMq.jpg?s=256&g=1,M.Viking,https://stackoverflow.com/users/10276092/m-viking,,
53,True,1,2022-09-07 00:20:33,2022-09-07 00:20:33,2022-09-06 03:50:23,73616511,73615734,CC BY-SA 4.0,148827,7108653,registered,https://i.stack.imgur.com/LH2EI.png?s=256&g=1,Tanaike,https://stackoverflow.com/users/7108653/tanaike,,
54,False,0,2022-09-07 00:17:06,2022-09-07 00:17:06,2022-09-06 21:09:49,73627772,73626563,CC BY-SA 4.0,3126,4326715,registered,https://i.stack.imgur.com/5f74p.jpg?s=256&g=1,Asleepace,https://stackoverflow.com/users/4326715/asleepace,58.0,
55,False,0,2022-09-07 00:12:59,2022-09-07 00:12:59,2022-09-06 08:08:22,73618724,70380724,CC BY-SA 4.0,1639,7367440,registered,https://www.gravatar.com/avatar/499366e649c87f29a6da6d1ab631bc16?s=256&d=identicon&r=PG&f=1,walkman,https://stackoverflow.com/users/7367440/walkman,,
56,False,0,2022-09-07 00:09:36,2022-09-07 00:09:36,2022-09-06 23:36:45,73628690,73628522,CC BY-SA 4.0,18515,7366100,registered,https://www.gravatar.com/avatar/426e64e0d4a4ee822821a63c62424ddb?s=256&d=identicon&r=PG&f=1,markp-fuso,https://stackoverflow.com/users/7366100/markp-fuso,,
57,True,1,2022-09-07 00:06:31,2022-09-07 00:06:31,2022-09-06 23:41:41,73628711,73628422,CC BY-SA 4.0,2003,5132823,registered,https://www.gravatar.com/avatar/68f4a9e7967e8e95cf08a7bbdb06bc85?s=256&d=identicon&r=PG&f=1,R.S.,https://stackoverflow.com/users/5132823/r-s,75.0,
58,True,2,2022-09-07 00:05:39,2022-09-07 00:05:39,2022-09-06 22:23:44,73628316,73627217,CC BY-SA 4.0,14553,16997707,registered,https://www.gravatar.com/avatar/bf72d993bfa2ef4ddb41c0d05a38a194?s=256&d=identicon&r=PG,Fody,https://stackoverflow.com/users/16997707/fody,,
59,False,1,2022-09-07 00:04:55,2022-09-07 00:04:55,2022-09-06 20:24:26,73627421,73618629,CC BY-SA 4.0,4617,451893,registered,https://www.gravatar.com/avatar/0dba10774351090583ce306ef0ca805b?s=256&d=identicon&r=PG,Les Nightingill,https://stackoverflow.com/users/451893/les-nightingill,59.0,
60,False,2,2022-09-07 00:02:57,2022-09-07 00:02:57,2022-09-06 23:59:02,73628778,73628570,CC BY-SA 4.0,5838,288096,registered,https://i.stack.imgur.com/L9kAT.jpg?s=256&g=1,windmaomao,https://stackoverflow.com/users/288096/windmaomao,,
61,False,0,2022-09-07 00:02:20,2022-09-07 00:02:20,2022-09-06 23:56:07,73628764,73602523,CC BY-SA 4.0,28398,1822379,registered,https://i.stack.imgur.com/lrflF.jpg?s=256&g=1,Alan Thompson,https://stackoverflow.com/users/1822379/alan-thompson,60.0,
62,False,0,2022-09-06 23:59:55,2022-09-06 23:59:55,2022-09-06 23:39:08,73628701,15653921,CC BY-SA 4.0,1,19935945,registered,https://www.gravatar.com/avatar/be13a0ab4b919c3f1fc759a61cd1c479?s=256&d=identicon&r=PG,DDKhaos,https://stackoverflow.com/users/19935945/ddkhaos,,
63,False,0,2022-09-06 23:59:48,,2022-09-06 23:59:48,73628781,72624294,CC BY-SA 4.0,2498,6055738,registered,https://www.gravatar.com/avatar/f9945f76d87666fac14abdad1388674c?s=256&d=identicon&r=PG&f=1,Eric Cen,https://stackoverflow.com/users/6055738/eric-cen,,
64,False,0,2022-09-06 23:59:42,,2022-09-06 23:59:42,73628780,73233900,CC BY-SA 4.0,572,11406797,registered,https://lh5.googleusercontent.com/-HROKSPb38cA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf83yS_nLZIYgoyuyWnVNqCWwy5vQ/mo/photo.jpg?sz=256,Dylan Anthony,https://stackoverflow.com/users/11406797/dylan-anthony,,
65,False,0,2022-09-06 23:59:17,,2022-09-06 23:59:17,73628779,73261084,CC BY-SA 4.0,1,19933724,registered,https://i.stack.imgur.com/cAowf.png?s=256&g=1,Jessi,https://stackoverflow.com/users/19933724/jessi,,
66,False,1,2022-09-06 23:58:59,,2022-09-06 23:58:59,73628777,73625260,CC BY-SA 4.0,1863,1060070,registered,https://www.gravatar.com/avatar/30fc2666127827c20a1bef8802c5e755?s=256&d=identicon&r=PG,mamesaye,https://stackoverflow.com/users/1060070/mamesaye,71.0,
67,True,1,2022-09-06 23:58:05,,2022-09-06 23:58:05,73628773,73628539,CC BY-SA 4.0,8480,2193968,registered,https://www.gravatar.com/avatar/1beed39f2b04409ff584a0af1d59325c?s=256&d=identicon&r=PG,Jerry Jeremiah,https://stackoverflow.com/users/2193968/jerry-jeremiah,,
68,False,0,2022-09-06 23:57:06,,2022-09-06 23:57:06,73628768,73628668,CC BY-SA 4.0,151,1072007,registered,https://www.gravatar.com/avatar/da7e3ae0efb465c8f9162e039f420fc9?s=256&d=identicon&r=PG,Ali Bah,https://stackoverflow.com/users/1072007/ali-bah,,
69,False,0,2022-09-06 23:56:52,2022-09-06 23:56:52,2022-09-06 23:23:55,73628638,73628550,CC BY-SA 4.0,5310,2627018,registered,https://i.stack.imgur.com/xJKxt.png?s=256&g=1,ycr,https://stackoverflow.com/users/2627018/ycr,81.0,
70,False,0,2022-09-06 23:56:39,,2022-09-06 23:56:39,73628766,68743607,CC BY-SA 4.0,1,8337172,registered,https://i.stack.imgur.com/7JMgK.jpg?s=256&g=1,Aaqib Sheikh,https://stackoverflow.com/users/8337172/aaqib-sheikh,,
71,True,2,2022-09-06 23:56:05,2022-09-06 23:56:05,2022-09-06 19:35:43,73626969,73626668,CC BY-SA 4.0,18146,1932311,registered,https://www.gravatar.com/avatar/814baf45a3d9cba38b71250cbb7fb9a4?s=256&d=identicon&r=PG,Yitzhak Khabinsky,https://stackoverflow.com/users/1932311/yitzhak-khabinsky,,
72,False,0,2022-09-06 23:55:36,,2022-09-06 23:55:36,73628762,73628738,CC BY-SA 4.0,338,12817385,registered,https://lh3.googleusercontent.com/a-/AAuE7mD81Jx2f1m4ty2EAXg6vw_-nFOxVsEKd2PqvWV2=k-s256,Ben Garcia,https://stackoverflow.com/users/12817385/ben-garcia,,
73,False,0,2022-09-06 23:54:47,,2022-09-06 23:54:47,73628760,73627726,CC BY-SA 4.0,5838,288096,registered,https://i.stack.imgur.com/L9kAT.jpg?s=256&g=1,windmaomao,https://stackoverflow.com/users/288096/windmaomao,,
74,False,1,2022-09-06 23:54:09,2022-09-06 23:54:09,2022-09-06 22:42:19,73628428,73616043,CC BY-SA 4.0,36,16458899,registered,https://www.gravatar.com/avatar/b028d956e331bce624af41dc977cb13b?s=256&d=identicon&r=PG&f=1,OldTimerLearningNewTricks,https://stackoverflow.com/users/16458899/oldtimerlearningnewtricks,,
75,False,0,2022-09-06 23:54:01,,2022-09-06 23:54:01,73628757,73625195,CC BY-SA 4.0,63137,506796,registered,https://www.gravatar.com/avatar/e648659dd573c1161a370efa0f5e10d6?s=256&d=identicon&r=PG,Tenfour04,https://stackoverflow.com/users/506796/tenfour04,83.0,
76,False,0,2022-09-06 23:53:27,,2022-09-06 23:53:27,73628755,73597955,CC BY-SA 4.0,316,10649860,registered,https://www.gravatar.com/avatar/42e0447277a3a32dd99c02a35d555ee0?s=256&d=identicon&r=PG&f=1,skumhest,https://stackoverflow.com/users/10649860/skumhest,,
77,True,7,2022-09-06 23:52:55,2022-09-06 23:52:55,2022-09-06 23:36:01,73628685,73628475,CC BY-SA 4.0,17957,8967612,registered,https://i.stack.imgur.com/XZW5J.png?s=256&g=1,41686d6564 stands w. Palestine,https://stackoverflow.com/users/8967612/41686d6564-stands-w-palestine,,
78,False,0,2022-09-06 23:52:53,,2022-09-06 23:52:53,73628752,73623529,CC BY-SA 4.0,1,19932374,registered,https://www.gravatar.com/avatar/f89bc34a7903fabd1316271375605438?s=256&d=identicon&r=PG,Geodav,https://stackoverflow.com/users/19932374/geodav,,
79,False,0,2022-09-06 23:52:30,,2022-09-06 23:52:30,73628751,73628657,CC BY-SA 4.0,2056,15344442,registered,https://www.gravatar.com/avatar/8377591c41127816cd4a237aa31fd819?s=256&d=identicon&r=PG&f=1,Brian Montgomery,https://stackoverflow.com/users/15344442/brian-montgomery,,
80,False,0,2022-09-06 23:52:24,,2022-09-06 23:52:24,73628750,73625895,CC BY-SA 4.0,874,4772772,registered,https://i.stack.imgur.com/FuRDj.png?s=256&g=1,Module_art,https://stackoverflow.com/users/4772772/module-art,100.0,
81,False,0,2022-09-06 23:52:14,,2022-09-06 23:52:14,73628749,64725626,CC BY-SA 4.0,1,8337172,registered,https://i.stack.imgur.com/7JMgK.jpg?s=256&g=1,Aaqib Sheikh,https://stackoverflow.com/users/8337172/aaqib-sheikh,,
82,False,0,2022-09-06 23:52:04,,2022-09-06 23:52:04,73628748,30642609,CC BY-SA 4.0,1,15365738,registered,https://www.gravatar.com/avatar/5ac8a46093e578427c43d29cc9e10dec?s=256&d=identicon&r=PG&f=1,Aleksanr Prilipko,https://stackoverflow.com/users/15365738/aleksanr-prilipko,,
83,False,0,2022-09-06 23:51:49,,2022-09-06 23:51:49,73628747,73519031,CC BY-SA 4.0,11,7677874,registered,https://lh3.googleusercontent.com/-6mHZKhwnx7w/AAAAAAAAAAI/AAAAAAAAAQM/NiDuN0EAIKM/photo.jpg?sz=256,Jithen Raghunandan,https://stackoverflow.com/users/7677874/jithen-raghunandan,,
84,False,0,2022-09-06 23:51:46,,2022-09-06 23:51:46,73628745,73628158,CC BY-SA 4.0,1106,8874154,registered,https://lh5.googleusercontent.com/-Mq_Wb-BErkY/AAAAAAAAAAI/AAAAAAAAAQo/j-rCDFI9XuU/photo.jpg?sz=256,Swift,https://stackoverflow.com/users/8874154/swift,,
85,False,0,2022-09-06 23:51:18,,2022-09-06 23:51:18,73628742,35015158,CC BY-SA 4.0,24,12099344,registered,https://lh3.googleusercontent.com/a-/AAuE7mD11i-9M2_rmR0rnzxA1ZIcjD2QaRFgUSBTlYRgAw=k-s256,Muhammad Zahid,https://stackoverflow.com/users/12099344/muhammad-zahid,,
86,False,0,2022-09-06 23:51:03,,2022-09-06 23:51:03,73628741,72748846,CC BY-SA 4.0,1,9445913,registered,https://lh5.googleusercontent.com/-weP4uKynHCM/AAAAAAAAAAI/AAAAAAAAAMw/v-Q4McDvQHk/photo.jpg?sz=256,Matheus Melo,https://stackoverflow.com/users/9445913/matheus-melo,,
87,False,0,2022-09-06 23:50:56,,2022-09-06 23:50:56,73628739,73628022,CC BY-SA 4.0,19,19842119,registered,https://i.stack.imgur.com/OI5La.jpg?s=256&g=1,Shoot,https://stackoverflow.com/users/19842119/shoot,,
88,False,0,2022-09-06 23:49:11,,2022-09-06 23:49:11,73628737,73628668,CC BY-SA 4.0,1389,19174570,registered,https://www.gravatar.com/avatar/553aa3fe62b8453643f65b2396a9096c?s=256&d=identicon&r=PG,DannySlor,https://stackoverflow.com/users/19174570/dannyslor,,
89,False,0,2022-09-06 23:48:59,,2022-09-06 23:48:59,73628736,73619668,CC BY-SA 4.0,25352,478656,registered,https://www.gravatar.com/avatar/fd656a5e8d2a51290877d695649456ad?s=256&d=identicon&r=PG,TessellatingHeckler,https://stackoverflow.com/users/478656/tessellatingheckler,80.0,
90,False,0,2022-09-06 23:48:48,,2022-09-06 23:48:48,73628735,73626262,CC BY-SA 4.0,10432,6759844,registered,https://www.gravatar.com/avatar/c04d7372b5ae33027ce5ea15112a4fa3?s=256&d=identicon&r=PG&f=1,Brian Destura,https://stackoverflow.com/users/6759844/brian-destura,,
