,is_accepted,score,last_activity_date,last_edit_date,creation_date,answer_id,question_id,content_license,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,community_owned_date
10,False,1,2022-09-06 08:27:14,2022-09-06 08:27:14,2022-09-05 08:10:28,73606339,73603417,CC BY-SA 4.0,15513,2753501,registered,https://i.stack.imgur.com/MFvQZ.png?s=256&g=1,ZygD,https://stackoverflow.com/users/2753501/zygd,75.0,
11,True,2,2022-09-06 08:22:49,2022-09-06 08:22:49,2022-09-05 17:44:44,73613023,73611678,CC BY-SA 4.0,31733,2554330,registered,https://www.gravatar.com/avatar/810e6e5f783e600e646bd791826f8dcc?s=256&d=identicon&r=PG,user2554330,https://stackoverflow.com/users/2554330/user2554330,71.0,
12,False,0,2022-09-06 08:19:38,2022-09-06 08:19:38,2022-09-05 15:51:01,73611929,59137122,CC BY-SA 4.0,8820,653539,registered,https://i.stack.imgur.com/rpb9H.jpg?s=256&g=1,Tom&#225;š Z&#225;lusk&#253;,https://stackoverflow.com/users/653539/tom%c3%a1%c5%a1-z%c3%a1lusk%c3%bd,50.0,
13,True,-2,2022-09-06 08:18:40,2022-09-06 08:18:40,2022-09-05 22:12:34,73615080,73615038,CC BY-SA 4.0,7881,3807365,registered,https://i.stack.imgur.com/RhfH5.jpg?s=256&g=1,IT goldman,https://stackoverflow.com/users/3807365/it-goldman,,
14,False,0,2022-09-06 08:04:23,2022-09-06 08:04:23,2022-09-05 20:38:51,73614462,73612230,CC BY-SA 4.0,11,2097260,registered,https://www.gravatar.com/avatar/0f11092d31b1b9875b812b2b1d831b50?s=256&d=identicon&r=PG,user2097260,https://stackoverflow.com/users/2097260/user2097260,,
15,False,1,2022-09-06 07:57:19,2022-09-06 07:57:19,2022-09-05 22:26:43,73615150,73608946,CC BY-SA 4.0,4128,19039920,registered,https://i.stack.imgur.com/ewjug.png?s=256&g=1,Jaytiger,https://stackoverflow.com/users/19039920/jaytiger,,
16,False,0,2022-09-06 07:50:40,2022-09-06 07:50:40,2022-09-05 14:45:44,73611132,73610798,CC BY-SA 4.0,10383,17580381,registered,https://i.stack.imgur.com/DEDU1.jpg?s=256&g=1,Vlad,https://stackoverflow.com/users/17580381/vlad,,
17,False,0,2022-09-06 07:48:09,2022-09-06 07:48:09,2022-09-05 17:36:03,73612950,73612889,CC BY-SA 4.0,73557,413127,registered,https://i.stack.imgur.com/D8FKw.jpg?s=256&g=1,Blundell,https://stackoverflow.com/users/413127/blundell,96.0,
18,False,0,2022-09-06 07:42:43,2022-09-06 07:42:43,2022-09-05 08:53:09,73606822,15398427,CC BY-SA 4.0,154,7827119,registered,https://lh4.googleusercontent.com/-MaUDha5BdR0/AAAAAAAAAAI/AAAAAAAAAII/A6vJDQUkJSM/photo.jpg?sz=256,Markus Kaukonen,https://stackoverflow.com/users/7827119/markus-kaukonen,,
19,False,0,2022-09-06 07:40:03,2022-09-06 07:40:03,2022-09-05 10:10:28,73607753,73604729,CC BY-SA 4.0,3696,7376590,registered,https://i.stack.imgur.com/Jc7Cb.jpg?s=256&g=1,steven7mwesigwa,https://stackoverflow.com/users/7376590/steven7mwesigwa,50.0,
20,False,0,2022-09-06 07:38:39,2022-09-06 07:38:39,2022-09-05 17:14:18,73612756,73612249,CC BY-SA 4.0,3283,1717210,registered,https://i.stack.imgur.com/wOpca.jpg?s=256&g=1,TacheDeChoco,https://stackoverflow.com/users/1717210/tachedechoco,,
21,False,0,2022-09-06 07:37:35,2022-09-06 07:37:35,2022-09-05 12:54:19,73609728,73595016,CC BY-SA 4.0,431,4563858,registered,https://i.stack.imgur.com/BLojg.png?s=256&g=1,danbae,https://stackoverflow.com/users/4563858/danbae,77.0,
22,False,0,2022-09-06 07:34:46,2022-09-06 07:34:46,2022-09-05 20:58:31,73614619,73613617,CC BY-SA 4.0,41,15362997,registered,https://www.gravatar.com/avatar/d14ca9accdc254fc54f2bdb48a0cb09e?s=256&d=identicon&r=PG&f=1,Andres Barrera,https://stackoverflow.com/users/15362997/andres-barrera,,
23,True,1,2022-09-06 07:32:46,2022-09-06 07:32:46,2022-09-05 13:04:14,73609851,73609149,CC BY-SA 4.0,36,2689566,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,user103162,https://stackoverflow.com/users/2689566/user103162,,
24,False,-1,2022-09-06 07:26:31,2022-09-06 07:26:31,2022-09-05 19:25:22,73613905,73612318,CC BY-SA 4.0,1,19913344,registered,https://www.gravatar.com/avatar/fadbbeb6bc0defa90c84ecf45a209181?s=256&d=identicon&r=PG,HansD,https://stackoverflow.com/users/19913344/hansd,,
25,False,0,2022-09-06 07:24:05,2022-09-06 07:24:05,2022-09-05 21:48:00,73614928,73614251,CC BY-SA 4.0,491,19579546,registered,https://www.gravatar.com/avatar/97c015b1b69c36323d89383ae427af37?s=256&d=identicon&r=PG,Stefan - brox IT-Solutions,https://stackoverflow.com/users/19579546/stefan-brox-it-solutions,,
26,False,0,2022-09-06 07:21:56,2022-09-06 07:21:56,2022-09-05 13:15:02,73609994,73608241,CC BY-SA 4.0,476,10726359,registered,https://www.gravatar.com/avatar/b5b6ed1fa7e8cb9e1f8131dbbfa6aae7?s=256&d=identicon&r=PG&f=1,Vivek Jaiswal,https://stackoverflow.com/users/10726359/vivek-jaiswal,,
27,False,0,2022-09-06 07:17:57,2022-09-06 07:17:57,2022-09-05 20:31:29,73614421,73613371,CC BY-SA 4.0,11889,4989451,registered,https://www.gravatar.com/avatar/7e0682e2ca3e22ad90882c4993533462?s=256&d=identicon&r=PG&f=1,tstanisl,https://stackoverflow.com/users/4989451/tstanisl,,
28,False,0,2022-09-06 07:17:14,2022-09-06 07:17:14,2022-09-05 06:38:18,73605382,73603935,CC BY-SA 4.0,1,17848207,registered,https://www.gravatar.com/avatar/879748344e3f9d6fff75434da915d73f?s=256&d=identicon&r=PG,Firoz,https://stackoverflow.com/users/17848207/firoz,,
29,False,0,2022-09-06 07:17:08,2022-09-06 07:17:08,2022-09-05 20:28:59,73614397,73612432,CC BY-SA 4.0,6051,2081835,registered,https://www.gravatar.com/avatar/4741683a91497af9910946e555ebfe0e?s=256&d=identicon&r=PG,theherk,https://stackoverflow.com/users/2081835/theherk,42.0,
30,True,0,2022-09-06 07:12:20,2022-09-06 07:12:20,2022-09-05 17:44:45,73613024,73612686,CC BY-SA 4.0,276,11815313,registered,https://i.stack.imgur.com/GiNly.png?s=256&g=1,MagnusO_O,https://stackoverflow.com/users/11815313/magnuso-o,,
31,False,0,2022-09-06 07:08:36,2022-09-06 07:08:36,2022-09-05 20:57:58,73614612,73614013,CC BY-SA 4.0,276,11815313,registered,https://i.stack.imgur.com/GiNly.png?s=256&g=1,MagnusO_O,https://stackoverflow.com/users/11815313/magnuso-o,,
32,True,3,2022-09-06 07:03:23,2022-09-06 07:03:23,2022-09-05 20:35:38,73614444,73614398,CC BY-SA 4.0,690265,1491895,registered,https://www.gravatar.com/avatar/82f9e178a16364bf561d0ed4da09a35d?s=256&d=identicon&r=PG,Barmar,https://stackoverflow.com/users/1491895/barmar,69.0,
33,True,2,2022-09-06 07:02:20,2022-09-06 07:02:20,2022-09-05 20:29:40,73614408,73614329,CC BY-SA 4.0,116,19227362,registered,https://www.gravatar.com/avatar/0827be434192fe18c23d0aa66b316a40?s=256&d=identicon&r=PG,Tom,https://stackoverflow.com/users/19227362/tom,,
34,True,2,2022-09-06 06:56:12,2022-09-06 06:56:12,2022-09-05 16:38:45,73612409,73612243,CC BY-SA 4.0,1019,15831316,registered,https://i.stack.imgur.com/R6487.jpg?s=256&g=1,venir,https://stackoverflow.com/users/15831316/venir,,
35,False,3,2022-09-06 06:56:07,2022-09-06 06:56:07,2022-09-05 11:59:03,73609035,73608732,CC BY-SA 4.0,21377,503046,registered,https://www.gravatar.com/avatar/a9fc5a34f74e270485079874193ce778?s=256&d=identicon&r=PG,vonPryz,https://stackoverflow.com/users/503046/vonpryz,,
36,False,0,2022-09-06 06:52:49,2022-09-06 06:52:49,2022-09-05 09:19:08,73607107,73607007,CC BY-SA 4.0,3084,8997916,registered,https://i.stack.imgur.com/xLnJ3.png?s=256&g=1,DownloadPizza,https://stackoverflow.com/users/8997916/downloadpizza,,
37,False,0,2022-09-06 06:51:30,2022-09-06 06:51:30,2022-09-05 20:31:48,73614423,73597636,CC BY-SA 4.0,191,6527546,registered,https://lh4.googleusercontent.com/-wXyoHQxWp58/AAAAAAAAAAI/AAAAAAAABGk/SO3zT8uQBgw/photo.jpg?sz=256,Lavigne958,https://stackoverflow.com/users/6527546/lavigne958,,
38,True,2,2022-09-06 06:45:28,2022-09-06 06:45:28,2022-09-05 20:53:10,73614578,73614147,CC BY-SA 4.0,7712,4213662,registered,https://graph.facebook.com/693430827/picture?type=large,Persixty,https://stackoverflow.com/users/4213662/persixty,80.0,
39,False,0,2022-09-06 06:42:14,2022-09-06 06:42:14,2022-09-05 19:15:01,73613826,73611084,CC BY-SA 4.0,4345,14058726,registered,https://i.stack.imgur.com/qfNgz.png?s=256&g=1,mosc9575,https://stackoverflow.com/users/14058726/mosc9575,,
40,True,3,2022-09-06 06:32:14,2022-09-06 06:32:14,2022-09-05 11:47:06,73608883,73608263,CC BY-SA 4.0,7768,2902833,registered,https://www.gravatar.com/avatar/bf1794248b393b46ac884da43c999b4b?s=256&d=identicon&r=PG&f=1,Finomnis,https://stackoverflow.com/users/2902833/finomnis,,
41,False,0,2022-09-06 06:20:28,2022-09-06 06:20:28,2022-09-05 15:55:53,73611995,66120931,CC BY-SA 4.0,1,17628503,registered,https://lh3.googleusercontent.com/a-/AOh14Gj4NBardpSpuJTf02Sd3LcqQCYXoiNHh5zYITrR=k-s256,Gould,https://stackoverflow.com/users/17628503/gould,,
42,False,0,2022-09-06 06:14:41,2022-09-06 06:14:41,2022-09-05 18:55:08,73613657,28470692,CC BY-SA 4.0,2079,5335565,registered,https://lh5.googleusercontent.com/-coM64Z-2njg/AAAAAAAAAAI/AAAAAAAAADs/r4GxkKH6FII/photo.jpg?sz=256,Izana,https://stackoverflow.com/users/5335565/izana,,
43,False,-1,2022-09-06 06:10:43,2022-09-06 06:10:43,2022-09-05 04:58:56,73604663,73604644,CC BY-SA 4.0,470,7024142,registered,https://www.gravatar.com/avatar/23a6e660765f6b3239b38eb57a8c58a8?s=256&d=identicon&r=PG&f=1,dev404,https://stackoverflow.com/users/7024142/dev404,,
44,False,0,2022-09-06 06:09:25,2022-09-06 06:09:25,2022-09-05 17:08:08,73612702,65337908,CC BY-SA 4.0,115,6927551,registered,https://i.stack.imgur.com/5YZAU.jpg?s=256&g=1,fazal ur Rehman,https://stackoverflow.com/users/6927551/fazal-ur-rehman,,
45,False,0,2022-09-06 06:07:21,2022-09-06 06:07:21,2022-09-05 08:28:07,73606548,73600498,CC BY-SA 4.0,7768,2902833,registered,https://www.gravatar.com/avatar/bf1794248b393b46ac884da43c999b4b?s=256&d=identicon&r=PG&f=1,Finomnis,https://stackoverflow.com/users/2902833/finomnis,,
46,False,0,2022-09-06 06:04:25,2022-09-06 06:04:25,2022-09-05 18:45:32,73613588,73613210,CC BY-SA 4.0,7158,13045193,registered,https://i.stack.imgur.com/vAW1v.png?s=256&g=1,doubleunary,https://stackoverflow.com/users/13045193/doubleunary,,
47,False,2,2022-09-06 05:51:33,2022-09-06 05:51:33,2022-09-05 15:54:47,73611972,73571131,CC BY-SA 4.0,8653,91822,registered,https://www.gravatar.com/avatar/9e585ef4b1dd17bce9e428085665287b?s=256&d=identicon&r=PG,Jukka Matilainen,https://stackoverflow.com/users/91822/jukka-matilainen,,
48,False,0,2022-09-06 05:50:20,2022-09-06 05:50:20,2022-09-05 12:53:38,73609717,47976897,CC BY-SA 4.0,1,19923395,registered,https://www.gravatar.com/avatar/81d0e053c93a191da5acf38da1b87519?s=256&d=identicon&r=PG,Anupam Das,https://stackoverflow.com/users/19923395/anupam-das,,
49,True,2,2022-09-06 05:50:18,2022-09-06 05:50:18,2022-09-05 09:20:42,73607129,73606971,CC BY-SA 4.0,70167,7582247,registered,https://lh6.googleusercontent.com/-OH0qZNY40Y4/AAAAAAAAAAI/AAAAAAAABbc/xAoU3i299E0/photo.jpg?sz=256,Ted Lyngmo,https://stackoverflow.com/users/7582247/ted-lyngmo,,
50,False,1,2022-09-06 05:42:57,2022-09-06 05:42:57,2022-09-05 18:04:51,73613226,73609374,CC BY-SA 4.0,7916,3387716,registered,https://www.gravatar.com/avatar/bcad6c8d7a64b0e16fd59996e3835ee9?s=256&d=identicon&r=PG,Fravadona,https://stackoverflow.com/users/3387716/fravadona,,
51,True,4,2022-09-06 05:40:16,2022-09-06 05:40:16,2022-09-05 17:04:30,73612663,73612600,CC BY-SA 4.0,33662,10138734,registered,https://i.stack.imgur.com/sf6Zj.jpg?s=256&g=1,Akina,https://stackoverflow.com/users/10138734/akina,,
52,True,1,2022-09-06 05:37:25,2022-09-06 05:37:25,2022-09-05 13:34:13,73610223,73610041,CC BY-SA 4.0,5991,18482310,registered,https://www.gravatar.com/avatar/46b636fc38a1c0e7399038d23fbe718d?s=256&d=identicon&r=PG&f=1,nimrod serok,https://stackoverflow.com/users/18482310/nimrod-serok,,
53,False,0,2022-09-06 05:32:54,2022-09-06 05:32:54,2022-09-05 05:24:07,73604812,73584987,CC BY-SA 4.0,8900,6184972,registered,https://www.gravatar.com/avatar/cc777654a07ef22d2d17475922cd1af6?s=256&d=identicon&r=PG&f=1,Steve,https://stackoverflow.com/users/6184972/steve,,
54,False,1,2022-09-06 05:32:31,2022-09-06 05:32:31,2022-09-05 11:04:04,73608346,73607336,CC BY-SA 4.0,145,1970243,registered,https://www.gravatar.com/avatar/dc1f6e7844b1d045efeeb80cc43802fe?s=256&d=identicon&r=PG,Cyrus,https://stackoverflow.com/users/1970243/cyrus,,
55,True,3,2022-09-06 05:24:43,2022-09-06 05:24:43,2022-09-05 12:15:23,73609213,73609169,CC BY-SA 4.0,13168,9332187,registered,https://lh3.googleusercontent.com/-I_opr6uwXKQ/AAAAAAAAAAI/AAAAAAAAADw/ZJMBGmRMJCM/photo.jpg?sz=256,Mustafa Aydın,https://stackoverflow.com/users/9332187/mustafa-ayd%c4%b1n,,
56,False,0,2022-09-06 05:23:27,2022-09-06 05:23:27,2022-09-05 05:50:23,73604984,73604540,CC BY-SA 4.0,82557,2270762,registered,https://www.gravatar.com/avatar/52b46f7eff0a47c420a9a6f56a40fd0b?s=256&d=identicon&r=PG&f=1,Thorsten Kettner,https://stackoverflow.com/users/2270762/thorsten-kettner,83.0,
57,True,3,2022-09-06 05:18:34,2022-09-06 05:18:34,2022-09-05 09:40:20,73607379,73606411,CC BY-SA 4.0,6028,18519921,registered,https://i.stack.imgur.com/nGUxa.jpg?s=256&g=1,wohlstad,https://stackoverflow.com/users/18519921/wohlstad,,
58,False,0,2022-09-06 05:14:45,2022-09-06 05:14:45,2022-09-05 12:04:47,73609096,73607035,CC BY-SA 4.0,5923,1966247,registered,https://i.stack.imgur.com/nh9AZ.jpg?s=256&g=1,Muhammad,https://stackoverflow.com/users/1966247/muhammad,50.0,
59,False,0,2022-09-06 05:11:49,2022-09-06 05:11:49,2022-09-05 09:20:06,73607123,73607035,CC BY-SA 4.0,104,8782141,registered,https://www.gravatar.com/avatar/7f03716ff238d083224ec86535e1901d?s=256&d=identicon&r=PG&f=1,Rizeen,https://stackoverflow.com/users/8782141/rizeen,,
60,True,3,2022-09-06 05:06:43,2022-09-06 05:06:43,2022-09-05 12:14:37,73609205,73608933,CC BY-SA 4.0,798,7671341,registered,https://lh3.googleusercontent.com/-O1vVrMlzW6U/AAAAAAAAAAI/AAAAAAAAAH0/vNRIL8e0ET8/photo.jpg?sz=256,Eugene,https://stackoverflow.com/users/7671341/eugene,,
61,False,1,2022-09-06 04:37:13,2022-09-06 04:37:13,2022-09-05 20:43:58,73614505,73614218,CC BY-SA 4.0,757,4108016,registered,https://i.stack.imgur.com/1rTVY.jpg?s=256&g=1,Muhammad Sulaiman,https://stackoverflow.com/users/4108016/muhammad-sulaiman,,
62,False,1,2022-09-06 04:34:10,2022-09-06 04:34:10,2022-09-05 06:47:52,73605474,73604884,CC BY-SA 4.0,18880,642579,registered,https://i.stack.imgur.com/dTgKi.jpg?s=256&g=1,Markus,https://stackoverflow.com/users/642579/markus,100.0,
63,False,4,2022-09-06 04:25:47,2022-09-06 04:25:47,2022-09-05 15:52:37,73611948,73611199,CC BY-SA 4.0,327462,45375,registered,https://www.gravatar.com/avatar/39f6e2dc52425b1e08027c01bb880be0?s=256&d=identicon&r=PG,mklement0,https://stackoverflow.com/users/45375/mklement0,,
64,False,-1,2022-09-06 04:22:14,2022-09-06 04:22:14,2022-09-05 15:54:49,73611974,73611864,CC BY-SA 4.0,1,11741289,registered,https://www.gravatar.com/avatar/a48acfe65008b74a92983751500e9578?s=256&d=identicon&r=PG&f=1,DehbOvs,https://stackoverflow.com/users/11741289/dehbovs,,
65,False,0,2022-09-06 03:41:02,2022-09-06 03:41:02,2022-09-05 12:50:00,73609656,73461253,CC BY-SA 4.0,3539,15969041,registered,https://i.stack.imgur.com/oWNld.jpg?s=256&g=1,Utkarsh Pal,https://stackoverflow.com/users/15969041/utkarsh-pal,,
66,False,0,2022-09-06 03:17:14,2022-09-06 03:17:14,2022-09-05 17:47:31,73613063,73611926,CC BY-SA 4.0,30755,5015238,registered,https://www.gravatar.com/avatar/f8790f8091d3c6c58fd45664a165117a?s=256&d=identicon&r=PG,jdweng,https://stackoverflow.com/users/5015238/jdweng,,
67,True,1,2022-09-06 03:10:10,2022-09-06 03:10:10,2022-09-05 13:37:46,73610275,73608997,CC BY-SA 4.0,23572,2075944,registered,https://i.stack.imgur.com/CGDE9.png?s=256&g=1,phry,https://stackoverflow.com/users/2075944/phry,,
68,False,3,2022-09-06 02:58:12,2022-09-06 02:58:12,2022-09-05 07:30:19,73605898,73605393,CC BY-SA 4.0,148717,7108653,registered,https://i.stack.imgur.com/LH2EI.png?s=256&g=1,Tanaike,https://stackoverflow.com/users/7108653/tanaike,,
69,False,0,2022-09-06 02:39:03,2022-09-06 02:39:03,2022-09-05 23:03:12,73615329,73615281,CC BY-SA 4.0,166,10389571,registered,https://i.stack.imgur.com/zYpIb.png?s=256&g=1,Kurt,https://stackoverflow.com/users/10389571/kurt,,
70,True,0,2022-09-06 02:37:27,2022-09-06 02:37:27,2022-09-05 23:25:32,73615413,73611031,CC BY-SA 4.0,102529,263268,registered,https://i.stack.imgur.com/vV6JS.jpg?s=256&g=1,Steve Bennett,https://stackoverflow.com/users/263268/steve-bennett,82.0,
71,False,0,2022-09-06 02:31:38,2022-09-06 02:31:38,2022-09-05 15:27:12,73611663,73609875,CC BY-SA 4.0,43,9081473,registered,https://www.gravatar.com/avatar/799bfc88c0d7a52c1627d6c3bf709b84?s=256&d=identicon&r=PG&f=1,mysteryven,https://stackoverflow.com/users/9081473/mysteryven,,
72,False,0,2022-09-06 02:04:09,2022-09-06 02:04:09,2022-09-05 20:28:44,73614392,73568105,CC BY-SA 4.0,1806,11107541,registered,https://lh4.googleusercontent.com/-qDEHDwycAuU/AAAAAAAAAAI/AAAAAAAAAW0/UqBfrSb6Y2E/photo.jpg?sz=256,david fong,https://stackoverflow.com/users/11107541/david-fong,,
73,True,3,2022-09-06 02:03:54,2022-09-06 02:03:54,2022-09-05 21:29:11,73614812,73614551,CC BY-SA 4.0,327462,45375,registered,https://www.gravatar.com/avatar/39f6e2dc52425b1e08027c01bb880be0?s=256&d=identicon&r=PG,mklement0,https://stackoverflow.com/users/45375/mklement0,,
74,False,0,2022-09-06 02:03:03,2022-09-06 02:03:03,2022-09-05 12:21:01,73609282,73608729,CC BY-SA 4.0,819,1259544,registered,https://www.gravatar.com/avatar/ec61bee0127de3a7b640e949e9f7f021?s=256&d=identicon&r=PG,binhgreat,https://stackoverflow.com/users/1259544/binhgreat,,
75,False,0,2022-09-06 01:49:55,2022-09-06 01:49:55,2022-09-05 01:04:27,73603740,73603090,CC BY-SA 4.0,958,2718163,registered,https://www.gravatar.com/avatar/e3177b373131e9bed42626a0441514aa?s=256&d=identicon&r=PG&f=1,alex,https://stackoverflow.com/users/2718163/alex,,
76,False,0,2022-09-06 01:43:48,2022-09-06 01:43:48,2022-09-05 09:46:07,73607442,73606054,CC BY-SA 4.0,2166,17124525,registered,https://lh3.googleusercontent.com/a/AATXAJwzBN7YKHZqLFh19r5cMGYCFoNl7CYoVuW530sD=k-s256,Qing Guo,https://stackoverflow.com/users/17124525/qing-guo,,
77,False,0,2022-09-06 01:37:46,2022-09-06 01:37:46,2022-09-05 23:23:22,73615403,73615138,CC BY-SA 4.0,127650,9473764,registered,https://i.stack.imgur.com/O15t5.jpg?s=256&g=1,Nick,https://stackoverflow.com/users/9473764/nick,,
78,False,0,2022-09-06 01:27:44,2022-09-06 01:27:44,2022-09-05 23:29:12,73615417,73611442,CC BY-SA 4.0,272688,642706,registered,https://i.stack.imgur.com/ZWEI3.jpg?s=256&g=1,Basil Bourque,https://stackoverflow.com/users/642706/basil-bourque,58.0,
79,False,0,2022-09-06 01:26:50,2022-09-06 01:26:50,2022-09-05 01:21:27,73603802,73599970,CC BY-SA 4.0,1498,5132860,registered,https://i.stack.imgur.com/QGgxk.png?s=256&g=1,Nori,https://stackoverflow.com/users/5132860/nori,25.0,
80,False,0,2022-09-06 01:12:19,2022-09-06 01:12:19,2022-09-05 07:54:52,73606148,73585233,CC BY-SA 4.0,56,19892156,registered,https://www.gravatar.com/avatar/32355e01ccb4317aadd9ae6822617186?s=256&d=identicon&r=PG,Dongzhi Wang,https://stackoverflow.com/users/19892156/dongzhi-wang,,
81,False,0,2022-09-06 01:08:21,2022-09-06 01:08:21,2022-09-05 05:22:37,73604795,73599862,CC BY-SA 4.0,682,18789859,registered,https://www.gravatar.com/avatar/039f6a85e6e8d986de16feb908117ca4?s=256&d=identicon&r=PG,Chen,https://stackoverflow.com/users/18789859/chen,,
82,True,0,2022-09-06 01:07:25,2022-09-06 01:07:25,2022-09-05 20:02:11,73614174,73613808,CC BY-SA 4.0,11854,11810946,registered,https://i.stack.imgur.com/3Oz9s.jpg?s=256&g=1,Brits,https://stackoverflow.com/users/11810946/brits,,
83,True,1,2022-09-06 01:05:19,2022-09-06 01:05:19,2022-09-05 01:08:10,73603752,73482001,CC BY-SA 4.0,3368,15359157,registered,https://www.gravatar.com/avatar/826884b34e56417c12f2c0882b125376?s=256&d=identicon&r=PG&f=1,code,https://stackoverflow.com/users/15359157/code,,
84,False,1,2022-09-06 00:54:38,2022-09-06 00:54:38,2022-09-05 18:06:28,73613240,73612969,CC BY-SA 4.0,14555,17949945,registered,https://i.stack.imgur.com/KeHyQ.jpg?s=256&g=1,Alexander Ivanchenko,https://stackoverflow.com/users/17949945/alexander-ivanchenko,,
85,False,0,2022-09-06 00:54:18,2022-09-06 00:54:18,2022-09-05 12:34:32,73609459,30751893,CC BY-SA 4.0,33824,4788546,registered,https://i.stack.imgur.com/Z2jWn.jpg?s=256&g=1,CristiFati,https://stackoverflow.com/users/4788546/cristifati,,
86,False,0,2022-09-06 00:51:57,2022-09-06 00:51:57,2022-09-05 22:47:53,73615265,73603973,CC BY-SA 4.0,5859,14733669,registered,https://www.gravatar.com/avatar/69f35f82a2a3a5f200da4c2a4f37e474?s=256&d=identicon&r=PG&f=1,Ricco D,https://stackoverflow.com/users/14733669/ricco-d,,
87,False,0,2022-09-06 00:51:23,2022-09-06 00:51:23,2022-09-05 15:03:31,73611361,73555992,CC BY-SA 4.0,410,10650407,registered,https://lh4.googleusercontent.com/-ztYREuItQ8I/AAAAAAAAAAI/AAAAAAAAAC8/HjDLBEUCxuk/photo.jpg?sz=256,bewithyou,https://stackoverflow.com/users/10650407/bewithyou,,
88,False,0,2022-09-06 00:40:29,2022-09-06 00:40:29,2022-09-05 11:08:20,73608399,73587912,CC BY-SA 4.0,113,19768317,registered,https://lh3.googleusercontent.com/a/AItbvmmuuOFaWq4d5YEXBlGwBxk9-pWa5W1A3R44HSVb=k-s256,Eddy Lin,https://stackoverflow.com/users/19768317/eddy-lin,,
89,False,0,2022-09-06 00:38:22,2022-09-06 00:38:22,2022-09-05 23:25:07,73615409,73614800,CC BY-SA 4.0,4362,401059,registered,https://www.gravatar.com/avatar/bad9a53bf9fb1eab27f66b04de0e092d?s=256&d=identicon&r=PG,Caesar,https://stackoverflow.com/users/401059/caesar,,
