,tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,last_edit_date,closed_date,closed_reason,owner.accept_rate,accepted_answer_id,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.twitter_account,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,migrated_to.other_site.aliases,migrated_to.other_site.styling.tag_background_color,migrated_to.other_site.styling.tag_foreground_color,migrated_to.other_site.styling.link_color,migrated_to.other_site.related_sites,migrated_to.other_site.markdown_extensions,migrated_to.other_site.launch_date,migrated_to.other_site.open_beta_date,migrated_to.other_site.closed_beta_date,migrated_to.other_site.site_state,migrated_to.other_site.high_resolution_icon_url,migrated_to.other_site.twitter_account,migrated_to.other_site.favicon_url,migrated_to.other_site.icon_url,migrated_to.other_site.audience,migrated_to.other_site.site_url,migrated_to.other_site.api_site_parameter,migrated_to.other_site.logo_url,migrated_to.other_site.name,migrated_to.other_site.site_type,migrated_to.on_date,migrated_to.question_id
595,['python'],False,12,0,1,1662241286,1662239450,73595426,,https://stackoverflow.com/questions/73595426/how-can-i-print-a-txt-file-content-with-utf-8-characters-in-python,How can I print a txt file content with utf-8 characters in Python?,11,19912808,registered,https://www.gravatar.com/avatar/41544a3d0b9ca7938a34769a563934de?s=256&d=identicon&r=PG,Shaikn,https://stackoverflow.com/users/19912808/shaikn,1662241286.0,1662241281.0,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"['reactjs', 'error-handling']",False,14,0,0,1662241278,1662241228,73595560,CC BY-SA 4.0,https://stackoverflow.com/questions/73595560/what-is-the-best-practice-for-handling-invalid-props-in-react,What is the best practice for handling invalid props in React?,1,15138736,registered,https://lh4.googleusercontent.com/-FZ-3_iNToso/AAAAAAAAAAI/AAAAAAAACr4/AMZuuckCZ0Wr3XabK1y4QeVLDXNEx4tdwQ/s96-c/photo.jpg?sz=256,Harry Downing,https://stackoverflow.com/users/15138736/harry-downing,1662241278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,"['javascript', 'python', 'html']",False,13,1,0,1662241251,1662239834,73595458,CC BY-SA 4.0,https://stackoverflow.com/questions/73595458/how-can-i-open-a-bootstrap-5-2-modal-with-a-specific-tab-selected-from-a-butt,"How can I open a Bootstrap (5.2) modal with a specific tab selected, from a button?",1,19912763,registered,https://lh3.googleusercontent.com/a/AItbvmkpLzJ_N6HgUfJnAZqY0iMhYRPckW_sXfUFK0DI=k-s256,Dylan H-W.,https://stackoverflow.com/users/19912763/dylan-h-w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,"['regex', 'pattern-matching', 'match', 'expression']",True,26,1,0,1662241200,1662240443,73595502,CC BY-SA 4.0,https://stackoverflow.com/questions/73595502/regex-do-not-match-if-contains-a-string,Regex do not match if (.*) contains a string,1,19912870,registered,https://www.gravatar.com/avatar/a8b9418a1c91b08e112dfde61b029005?s=256&d=identicon&r=PG,johnjon432183556,https://stackoverflow.com/users/19912870/johnjon432183556,1662241072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,"['node.js', 'graphql', 'express-graphql', 'typegraphql', 'typegoose']",False,11,0,0,1662241178,1662241178,73595557,CC BY-SA 4.0,https://stackoverflow.com/questions/73595557/make-a-user-object-property-resolved-inside-fieldresolver-posts,Make a user object property resolved inside @FieldResolver (posts),21,13861871,registered,https://lh6.googleusercontent.com/-33hFOjeHVvI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnl8wk-JicJg71HpbA9mlpuTjwOFw/photo.jpg?sz=256,Mohamed Majilan,https://stackoverflow.com/users/13861871/mohamed-majilan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,['algorithm'],True,79,2,0,1662241171,1662213331,73592770,CC BY-SA 4.0,https://stackoverflow.com/questions/73592770/my-solution-only-use-one-for-loop-but-why-performance-is-low,My solution only use one for loop but why performance is low?,17,19283070,registered,https://www.gravatar.com/avatar/ef8d2456f62983991d07c94b2f02afd7?s=256&d=identicon&r=PG,Harly Chen,https://stackoverflow.com/users/19283070/harly-chen,1662241171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,"['python-3.x', 'multiprocessing', 'python-multiprocessing']",False,9,0,0,1662241170,1662241170,73595556,,https://stackoverflow.com/questions/73595556/cant-pickle-local-object-error-when-run-multiprocessing-inside-a-function,Can&#39;t pickle local object error when run multiprocessing inside a function,917,7624196,registered,https://www.gravatar.com/avatar/ca192bf44a9bb2b243a6cd8813e2c643?s=256&d=identicon&r=PG&f=1,orematasaburo,https://stackoverflow.com/users/7624196/orematasaburo,,1662242302.0,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,"['python', 'c++']",False,45,1,0,1662241161,1662240802,73595531,,https://stackoverflow.com/questions/73595531/is-there-any-similar-function-to-reverse-the-list-in-python-for-ranges-like-in-c,Is there any similar function to reverse the list in Python for ranges like in C++?,11,12638831,registered,https://lh5.googleusercontent.com/-lOHk_b0m6YM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc8vTmdnBdvH1BVERGDGD6UjYSFdQ/photo.jpg?sz=256,Hunter Khan,https://stackoverflow.com/users/12638831/hunter-khan,1662241049.0,1662241153.0,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,"['android', 'android-widget', 'android-gridview', 'remoteview']",False,18,0,0,1662241091,1662166370,73588982,CC BY-SA 4.0,https://stackoverflow.com/questions/73588982/android-how-to-get-a-reference-to-a-gridview-in-a-widget,Android - How to get a reference to a GridView in a Widget?,466,2647946,registered,https://www.gravatar.com/avatar/a6c96f844667f21ffa845ee82ac53b1c?s=256&d=identicon&r=PG,Holger,https://stackoverflow.com/users/2647946/holger,1662241091.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"['javascript', 'reactjs', 'react-hooks', 'rerender', 'usecallback']",False,33,0,0,1662241082,1662240109,73595478,CC BY-SA 4.0,https://stackoverflow.com/questions/73595478/how-does-usecallback-work-exactly-in-react,how does usecallback work exactly in react?,11,19218454,registered,https://lh3.googleusercontent.com/a/AATXAJxkJq5YSidaq4qfquh4Wo_jAkxvPc-mm4d_tuEZ=k-s256,Andrew Kim,https://stackoverflow.com/users/19218454/andrew-kim,1662241082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"['c++', 'variadic-templates', 'specialization']",False,46,1,0,1662241074,1662236039,73595156,CC BY-SA 4.0,https://stackoverflow.com/questions/73595156/clarify-the-ambiguity-of-partial-template-specialization,Clarify the ambiguity of partial template specialization,1,15072604,registered,https://www.gravatar.com/avatar/2ea2c4dd2caf65061e6321a1588876a1?s=256&d=identicon&r=PG&f=1,ElevenLee,https://stackoverflow.com/users/15072604/elevenlee,1662240302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,"['python', 'selenium', 'selenium-webdriver', 'proxy']",False,10,0,0,1662241041,1662241041,73595547,CC BY-SA 4.0,https://stackoverflow.com/questions/73595547/python-selenium-proxy-configuration,Python Selenium Proxy Configuration,665,11171682,registered,https://www.gravatar.com/avatar/80b4b97bc5566dbe16f0e5f8eeaeb6d5?s=256&d=identicon&r=PG&f=1,hkj447,https://stackoverflow.com/users/11171682/hkj447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,"['node.js', 'mongodb', 'express']",False,26,0,0,1662241021,1662241021,73595544,CC BY-SA 4.0,https://stackoverflow.com/questions/73595544/mapping-throw-array-to-find-referenced-objectid,Mapping throw array to find referenced ObjectId,1,19912858,registered,https://lh3.googleusercontent.com/a/AItbvmlRHmxWj85vSmXLBxa6QEbSsPtUcar6IpYEqD0B=k-s256,Chris Williamson,https://stackoverflow.com/users/19912858/chris-williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,"['python', 'grep', 'fnmatch']",False,16,2,0,1662240965,1662239941,73595464,CC BY-SA 4.0,https://stackoverflow.com/questions/73595464/finding-matches-between-a-all-the-files-in-a-directory-and-b-a-txt-list-of-fil,finding matches between a) all the files in a directory and b) a txt list of files not working with fnmatch - python,11,2601054,registered,https://www.gravatar.com/avatar/ebdea5215f91ea6fde4c0710b39b3674?s=256&d=identicon&r=PG,user2601054,https://stackoverflow.com/users/2601054/user2601054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"['javascript', 'date', 'null']",False,24,0,0,1662240897,1662240897,73595536,CC BY-SA 4.0,https://stackoverflow.com/questions/73595536/date-function-in-javascript-displays-the-wrong-date,Date() function in javascript displays the wrong date,11,13288376,registered,https://lh3.googleusercontent.com/a-/AOh14GiITbbay-qyoqlIJAS3ASjDL5nxF_PA8Uuh3i8rtA=k-s256,Andre Long,https://stackoverflow.com/users/13288376/andre-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"['swift', 'ffmpeg', 'video-streaming', 'vlc', 'rtsp']",False,7,0,0,1662240850,1662240850,73595533,CC BY-SA 4.0,https://stackoverflow.com/questions/73595533/consume-rtsp-stream-with-ffmpeg-and-output-to-mobilevlc-and-file-in-ios-using-sw,Consume RTSP stream with FFmpeg and output to MobileVLC and file in iOS using Swift,1,19912807,registered,https://www.gravatar.com/avatar/8f093ba5ac1a2a3ceee23d1ce9c8ea36?s=256&d=identicon&r=PG,ThomasT,https://stackoverflow.com/users/19912807/thomast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,['batch-file'],True,39,2,-1,1662240735,1662226805,73594275,CC BY-SA 4.0,https://stackoverflow.com/questions/73594275/batch-file-not-comparing-strings-within-for-loop,Batch file not comparing strings within for loop,3,19912006,registered,https://www.gravatar.com/avatar/5874eb711d7a122134567dfdfa97267e?s=256&d=identicon&r=PG,Meep Changeling,https://stackoverflow.com/users/19912006/meep-changeling,1662231318.0,,,,73595526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,['spss'],False,10,0,0,1662240700,1662240700,73595523,CC BY-SA 4.0,https://stackoverflow.com/questions/73595523/how-to-perform-subtraction-to-find-difference-between-two-means-in-spss,How to perform subtraction to find difference between two means in SPSS,1,19912880,registered,https://lh3.googleusercontent.com/a-/AFdZucqKK7fqwIFWY5rYoUK1yX9Tit2Vrwkn0TyeLgsA=k-s256,Hasan Alasiri,https://stackoverflow.com/users/19912880/hasan-alasiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"['c#', 'asp.net', 'asp.net-mvc']",False,30,1,0,1662240695,1662233860,73594986,CC BY-SA 4.0,https://stackoverflow.com/questions/73594986/asp-net-mvc-html-beginform-always-links-to-first-action-in-controller,ASP.NET MVC Html.BeginForm() always links to first Action in Controller,51,18429900,registered,https://lh3.googleusercontent.com/a/AATXAJwTO1snLLtOi1LoBodYKPLOPWMbFK1DV93ybQQS=k-s256,Graf123456,https://stackoverflow.com/users/18429900/graf123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,"['go', 'channel']",False,19,1,1,1662240694,1662173068,73589299,CC BY-SA 4.0,https://stackoverflow.com/questions/73589299/mixing-timer-ticker-with-timer-tick-timer-after-ignores-timer-from-tick-after,Mixing timer.Ticker with timer.Tick / timer.After; ignores timer from Tick/After,110,5134605,registered,https://lh5.googleusercontent.com/-m_mus3a9qRE/AAAAAAAAAAI/AAAAAAAAAA8/cQ1OrgzilSI/photo.jpg?sz=256,IdiakosE Sunday,https://stackoverflow.com/users/5134605/idiakose-sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,"['django', 'amazon-s3']",False,8,0,0,1662240669,1662240669,73595520,CC BY-SA 4.0,https://stackoverflow.com/questions/73595520/unable-to-retrieve-static-files-into-a-django-project-from-s3-bucket-but-able-t,"Unable to retrieve static files into a django project from S3 bucket, but able to upload. Any suggestions?",3,11435941,registered,https://lh4.googleusercontent.com/-Y8ewzTbrMiw/AAAAAAAAAAI/AAAAAAAAADE/iBC7uKGz9WU/photo.jpg?sz=256,zora,https://stackoverflow.com/users/11435941/zora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,['gmail'],False,24,0,-4,1662240614,1662209251,73592356,,https://stackoverflow.com/questions/73592356/gmail-issue-with-auto-reply,Gmail issue with auto reply,7,11933311,registered,https://i.stack.imgur.com/ZkwKl.png?s=256&g=1,niclaus76,https://stackoverflow.com/users/11933311/niclaus76,1662240614.0,1662215731.0,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,['google-compute-engine'],False,16,0,-1,1662240613,1662240613,73595517,,https://stackoverflow.com/questions/73595517/en-qu%c3%a9-consiste-un-sistema-basado-en-el-mecanismo-de-interrupciones,&#191;En qu&#233; consiste un sistema basado en el mecanismo de interrupciones?,1,19765377,registered,https://lh3.googleusercontent.com/a-/AFdZucpKLY3HD-lqIEAY0scvDebVy1UQseKKDTUWVHR95A=k-s256,Hannibal,https://stackoverflow.com/users/19765377/hannibal,,1662240770.0,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"['javascript', 'reactjs', 'react-hooks']",False,23,0,0,1662240605,1662240605,73595516,CC BY-SA 4.0,https://stackoverflow.com/questions/73595516/i-was-creating-a-crypto-price-tracker-website-using-react-js-and-hooks-i-guess,I was creating a crypto price tracker website using react js and hooks. I guess there&#39;s a problem with the useEffect hook,1,19768549,registered,https://lh3.googleusercontent.com/a-/AFdZucooQGhLuL4474wTew2hjNmiMZftS37tzekbK_RtE0Q=k-s256,Govind,https://stackoverflow.com/users/19768549/govind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,"['node.js', 'mongodb', 'kubernetes', 'mongodb-replica-set']",False,21,0,0,1662240595,1662240595,73595514,CC BY-SA 4.0,https://stackoverflow.com/questions/73595514/writes-to-mongodb-are-lost-when-primary-node-changes-in-a-shard-replicaset,Writes to MongoDB are lost when primary node changes in a shard replicaset,227,922153,registered,https://www.gravatar.com/avatar/b42a8c775513ccf392304821eaa72122?s=256&d=identicon&r=PG,devm,https://stackoverflow.com/users/922153/devm,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,"['python', 'deep-learning', 'neural-network', 'pytorch']",True,20,1,0,1662240571,1662233033,73594922,CC BY-SA 4.0,https://stackoverflow.com/questions/73594922/pytorch-model-output-is-not-correct-torch-float32-and-torch-float64,Pytorch model output is not correct (torch.float32 and torch.float64),1,19912025,registered,https://lh3.googleusercontent.com/a/AItbvmlaQzSndJA_yObnZY0s1PSzw-bjK-8PpjfNaOI=k-s256,HelloKT,https://stackoverflow.com/users/19912025/hellokt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,"['python', 'html', 'selenium']",False,28,0,-1,1662240547,1662240193,73595485,CC BY-SA 4.0,https://stackoverflow.com/questions/73595485/how-to-parse-first-href-button-on-znanija-com,How to parse first href button on znanija.com,1,19912779,registered,https://lh3.googleusercontent.com/a/AItbvmnGt9N16QDpSteNkBt4t153dcr8buBeLeSep9MK=k-s256,АртМетью,https://stackoverflow.com/users/19912779/%d0%90%d1%80%d1%82%d0%9c%d0%b5%d1%82%d1%8c%d1%8e,1662240547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,"['php', 'reactjs', 'react-router', 'content-management-system', 'contao']",False,16,0,-1,1662240539,1662240539,73595509,CC BY-SA 4.0,https://stackoverflow.com/questions/73595509/how-to-integrate-react-router-with-contao-cms,How to integrate react Router with contao cms,197,14512770,registered,https://www.gravatar.com/avatar/8f56965760c134e7dd6db16fd284a969?s=256&d=identicon&r=PG&f=1,coderdonezo,https://stackoverflow.com/users/14512770/coderdonezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,['docker'],False,29,0,0,1662240527,1662166692,73588994,,https://stackoverflow.com/questions/73588994/how-docker-push-command-works,How Docker push command works?,1,17009855,registered,https://lh3.googleusercontent.com/a/AATXAJwLoGE5H6mnt8PFrA-NWaFbVujTsFtA1cdT-T9x=k-s256,Turingwow,https://stackoverflow.com/users/17009855/turingwow,1662240527.0,1662177305.0,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,"['javascript', 'mysql', 'node.js', 'express']",False,20,1,-2,1662240496,1662239901,73595461,CC BY-SA 4.0,https://stackoverflow.com/questions/73595461/how-to-upload-a-form-result-to-mysql-with-node-js,How to upload a form result to MYSQL with NODE.JS?,9,19884235,registered,https://lh3.googleusercontent.com/a/AItbvmkjmH6QF--Ni-oqVjo_Bhtj4hN3CFD6sXa1zLZa=k-s256,Andrey Lara,https://stackoverflow.com/users/19884235/andrey-lara,1662239998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,"['flutter', 'flutter-android']",False,24,0,0,1662240479,1662221071,73593655,CC BY-SA 4.0,https://stackoverflow.com/questions/73593655/how-can-we-force-flutter-v2-embedding,How can we force Flutter v2 embedding?,8779,2076286,registered,https://www.gravatar.com/avatar/42a08edaf4181e3f686c41020a7a50b9?s=256&d=identicon&r=PG,G&#225;bor,https://stackoverflow.com/users/2076286/g%c3%a1bor,1662240479.0,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"['html', 'excel', 'list']",False,13,0,0,1662240479,1662240479,73595507,CC BY-SA 4.0,https://stackoverflow.com/questions/73595507/how-can-i-get-a-list-of-dinos-from-an-excel-spreadsheet-and-insert-them-into-spe,How can I get a list of dinos from an Excel Spreadsheet and insert them into specific positions in an HTML page?,1,6334506,registered,https://www.gravatar.com/avatar/02e7f3771547fac8fa907e274f73d051?s=256&d=identicon&r=PG&f=1,humble beginner,https://stackoverflow.com/users/6334506/humble-beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"['php', 'oracle', 'base64', 'charset']",False,13,0,0,1662240475,1662240475,73595506,CC BY-SA 4.0,https://stackoverflow.com/questions/73595506/read-data-with-php-and-oci,Read data with php and OCI,1,10321619,registered,https://lh4.googleusercontent.com/-qS4HmTHlGkA/AAAAAAAAAAI/AAAAAAAAAUs/5DSaCrkirz4/photo.jpg?sz=256,Julian Avila,https://stackoverflow.com/users/10321619/julian-avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"['python', 'multithreading', 'opencv']",False,16,0,0,1662240442,1662240442,73595501,CC BY-SA 4.0,https://stackoverflow.com/questions/73595501/error-when-attempting-to-buffer-video-in-opencv-using-multiple-threads,Error when attempting to buffer video in opencv using multiple threads,1,19912811,registered,https://lh3.googleusercontent.com/a-/AFdZucrCIxth-IREy-ywqwExI4BGD4ppy45zPzP8Lrk-yw=k-s256,Robert,https://stackoverflow.com/users/19912811/robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,"['c#', 'node.js', '.net', 'converters', 'code-conversion']",False,20,0,-3,1662240431,1662240431,73595500,CC BY-SA 4.0,https://stackoverflow.com/questions/73595500/convert-node-js-to-c,Convert Node Js to C#,1,17803851,registered,https://lh3.googleusercontent.com/a-/AOh14GhYKVVb4B-hqw7gPzDT-oTcZYUhxm6vZkc9JxRpBQ=k-s256,Mukul Trivedi,https://stackoverflow.com/users/17803851/mukul-trivedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"['r', 'dataframe', 'dplyr', 'multiple-columns', 'sapply']",False,36,1,1,1662240394,1662234218,73595020,CC BY-SA 4.0,https://stackoverflow.com/questions/73595020/find-average-for-every-3-columns-or-data-with-nas-in-r,Find average for every 3 columns or data with NAs in r,11,19523855,registered,https://www.gravatar.com/avatar/2938ce9fcee867e441a6d1d1d3d6b719?s=256&d=identicon&r=PG,SolveData,https://stackoverflow.com/users/19523855/solvedata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,"['javascript', 'django']",False,16,0,0,1662240391,1662240391,73595497,CC BY-SA 4.0,https://stackoverflow.com/questions/73595497/i-need-to-put-javascript-validation-in-django,i need to put javascript validation in django,11,19860427,registered,https://lh3.googleusercontent.com/a-/AOh14Ghn1auW2EGDPvmG4SPc3liAllJdXn_3XKFhQxa6Ag=k-s256,Cristobal Novoa,https://stackoverflow.com/users/19860427/cristobal-novoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,['html'],True,45,3,0,1662240369,1662199697,73591347,CC BY-SA 4.0,https://stackoverflow.com/questions/73591347/html-text-in-one-line-with-space-between,HTML TEXT in one line with space between,1,19910028,registered,https://www.gravatar.com/avatar/28c75175466c4c2e2810963603013ef8?s=256&d=identicon&r=PG,user19910028,https://stackoverflow.com/users/19910028/user19910028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"['c#', 'func', 'elasticsearch-net']",False,25,0,0,1662240357,1662240357,73595492,CC BY-SA 4.0,https://stackoverflow.com/questions/73595492/how-to-declare-a-delegate-with-arguments,How to declare a delegate with arguments?,997,6408649,registered,https://www.gravatar.com/avatar/33c8ffa65095c4e2311973484b67f40f?s=256&d=identicon&r=PG&f=1,user6408649,https://stackoverflow.com/users/6408649/user6408649,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"['html', 'svg']",False,43,1,0,1662240349,1662166424,73588984,CC BY-SA 4.0,https://stackoverflow.com/questions/73588984/svg-use-tag-outputting-svg-differently,SVG use tag outputting SVG differently,11,14835182,registered,https://www.gravatar.com/avatar/5dadb450a51d6c00aaa213d7f59afa23?s=256&d=identicon&r=PG&f=1,Bradley Dong,https://stackoverflow.com/users/14835182/bradley-dong,1662168568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,"['html', 'css', 'fonts', 'newsletter', 'roboto']",False,16,0,0,1662240346,1662240346,73595490,CC BY-SA 4.0,https://stackoverflow.com/questions/73595490/roboto-italic-font-is-not-working-in-gmail-for-html-newsletters,Roboto Italic Font is not working in Gmail for HTML Newsletters,5121,3164751,registered,https://i.stack.imgur.com/fJF1T.jpg?s=256&g=1,Amrinder Singh,https://stackoverflow.com/users/3164751/amrinder-singh,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,"['typescript', 'prisma', 'remix']",False,16,0,0,1662240334,1662239992,73595469,CC BY-SA 4.0,https://stackoverflow.com/questions/73595469/updating-note-on-remix-indie-stack,updating note on remix indie stack,3,9855197,registered,https://www.gravatar.com/avatar/d69b302be8fc6d9a412c5296a702c0f6?s=256&d=identicon&r=PG&f=1,jst,https://stackoverflow.com/users/9855197/jst,1662240334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,"['matlab', 'numeric', 'numerical-methods']",True,33,1,1,1662240202,1662224671,73594036,CC BY-SA 4.0,https://stackoverflow.com/questions/73594036/where-did-i-do-wrong-when-i-tried-to-approximatee-this-data-using-polynomial,Where did i do wrong when i tried to approximatee this data using polynomial?,11,19911871,registered,https://lh3.googleusercontent.com/a/AItbvml2Xfr57-VDAVYDlFbfNjbvzrLXteD4Da1n6v9c=k-s256,curiousityspark,https://stackoverflow.com/users/19911871/curiousityspark,1662240202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,"['vb.net', 'async-await']",False,28,1,0,1662240175,1662214753,73592923,CC BY-SA 4.0,https://stackoverflow.com/questions/73592923/how-can-i-do-the-c-equivalent-of-await-await-in-visual-basic,How can I do the C# equivalent of await await in Visual Basic,1,19911005,registered,https://www.gravatar.com/avatar/ab05536779efa80e4106d35a25cc549c?s=256&d=identicon&r=PG,RAMDrive,https://stackoverflow.com/users/19911005/ramdrive,1662228566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,"['python', 'selenium', 'web-scraping', 'xpath', 'css-selectors']",False,24,1,0,1662240171,1662198357,73591223,CC BY-SA 4.0,https://stackoverflow.com/questions/73591223/python-selenium-how-to-click-on-see-more-buttons-in-a-loop,Python Selenium: How to click on see-more buttons in a loop,1,11463363,registered,https://graph.facebook.com/2873607562679635/picture?type=large,Nader Shehata,https://stackoverflow.com/users/11463363/nader-shehata,1662240018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,"['typescript', 'redis', 'connect-redis']",False,15,0,0,1662240145,1662236757,73595227,CC BY-SA 4.0,https://stackoverflow.com/questions/73595227/typescript-type-redisclienttype-is-not-assignable-to-type-redisclient,Typescript: Type &#39;RedisClientType&lt;...&#39; is not assignable to type &#39;RedisClient | Redis | Cluster | undefined&#39;,15,2583581,registered,https://www.gravatar.com/avatar/e23f012305a3474d506b55a35dfefe15?s=256&d=identicon&r=PG&f=1,Trentwt,https://stackoverflow.com/users/2583581/trentwt,1662240145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"['vba', 'userform', 'multipage']",False,38,1,-2,1662240135,1662217640,73593265,CC BY-SA 4.0,https://stackoverflow.com/questions/73593265/distinguish-the-tabs-for-a-multipage-userform-in-vba,Distinguish the tabs for a multipage userform in VBA,1,9198474,registered,https://i.stack.imgur.com/xYpPp.jpg?s=256&g=1,Michael Riley,https://stackoverflow.com/users/9198474/michael-riley,1662228696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,"['php', 'session', 'e-commerce', 'cart']",False,13,0,0,1662240032,1662240032,73595473,CC BY-SA 4.0,https://stackoverflow.com/questions/73595473/add-products-to-the-cart,add products to the cart,1,19067503,registered,https://lh3.googleusercontent.com/a-/AOh14GhiFR72N4YseZZWTtIMZ8DP0lWxlzmkfzwMjcWQ=k-s256,Nana Sims,https://stackoverflow.com/users/19067503/nana-sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
